"","year","month","UF","nconcep","nconcep_educ_low","nconcep_educ_high","nconcep_age_young","nconcep_age_old","nfetal","nfetal_educ_low","nfetal_educ_high","nfetal_age_young","nfetal_age_old","totalconcep","totalconcep_educ_low","totalconcep_educ_high","totalconcep_age_young","totalconcep_age_old"
"200",2019,1,"MG",19936,4284,15652,6838,13098,173,0,0,0,0,20109,4284,15652,6838,13098
"201",2019,1,"MS",3348,1004,2344,1391,1957,32,0,0,0,0,3380,1004,2344,1391,1957
"202",2019,1,"MT",4832,964,3868,2039,2793,41,0,0,0,0,4873,964,3868,2039,2793
"203",2019,1,"PA",11514,4558,6956,6025,5489,117,0,0,0,0,11631,4558,6956,6025,5489
"204",2019,1,"PB",4971,1711,3260,2031,2940,40,0,0,0,0,5011,1711,3260,2031,2940
"205",2019,1,"PE",11027,3717,7310,4738,6289,101,0,0,0,0,11128,3717,7310,4738,6289
"206",2019,1,"PI",3963,1287,2676,1750,2213,36,0,0,0,0,3999,1287,2676,1750,2213
"207",2019,1,"PR",11385,2586,8799,4094,7291,74,0,0,0,0,11459,2586,8799,4094,7291
"208",2019,1,"RJ",15665,3898,11767,5952,9713,164,0,0,0,0,15829,3898,11767,5952,9713
"209",2019,1,"RN",3528,1256,2272,1412,2116,36,0,0,0,0,3564,1256,2272,1412,2116
"210",2019,1,"RO",2318,696,1622,1025,1293,25,0,0,0,0,2343,696,1622,1025,1293
"211",2019,1,"RR",1382,435,947,717,665,12,0,0,0,0,1394,435,947,717,665
"212",2019,1,"RS",10120,2865,7255,3314,6806,63,0,0,0,0,10183,2865,7255,3314,6806
"213",2019,1,"SC",7237,1623,5614,2399,4838,43,0,0,0,0,7280,1623,5614,2399,4838
"214",2019,1,"SE",2664,1074,1590,1136,1528,20,0,0,0,0,2684,1074,1590,1136,1528
"215",2019,1,"SP",44799,6860,37939,14550,30249,313,0,0,0,0,45112,6860,37939,14550,30249
"216",2019,1,"TO",1942,469,1473,869,1073,20,0,0,0,0,1962,469,1473,869,1073
"217",2019,2,"AC",1214,554,660,611,603,12,0,0,0,0,1226,554,660,611,603
"218",2019,2,"AL",3086,1318,1768,1566,1520,32,0,0,0,0,3118,1318,1768,1566,1520
"219",2019,2,"AM",5884,2069,3815,3000,2884,57,0,0,0,0,5941,2069,3815,3000,2884
"220",2019,2,"AP",1064,371,693,506,558,9,0,0,0,0,1073,371,693,506,558
"221",2019,2,"BA",12450,3935,8515,5060,7390,157,0,0,0,0,12607,3935,8515,5060,7390
"222",2019,2,"CE",8508,2550,5958,3398,5110,86,0,0,0,0,8594,2550,5958,3398,5110
"223",2019,2,"DF",3035,551,2484,897,2138,25,0,0,0,0,3060,551,2484,897,2138
"224",2019,2,"ES",3896,1018,2878,1407,2489,19,0,0,0,0,3915,1018,2878,1407,2489
"225",2019,2,"GO",6673,1466,5207,2648,4025,61,0,0,0,0,6734,1466,5207,2648,4025
"226",2019,2,"MA",8045,2792,5253,4125,3920,106,0,0,0,0,8151,2792,5253,4125,3920
"227",2019,2,"MG",17574,3715,13859,6018,11556,154,0,0,0,0,17728,3715,13859,6018,11556
"228",2019,2,"MS",3045,906,2139,1265,1780,28,0,0,0,0,3073,906,2139,1265,1780
"229",2019,2,"MT",4162,820,3342,1661,2501,39,0,0,0,0,4201,820,3342,1661,2501
"230",2019,2,"PA",9595,3905,5690,4943,4652,116,0,0,0,0,9711,3905,5690,4943,4652
