"","UF","name","popm","gdpc","microregion","microregion_name","region","region_name","urban","codmun6","month","nconcep","nconcep_educ_low","nconcep_educ_high","nconcep_age_young","nconcep_age_old","nfetal","nfetal_educ_low","nfetal_educ_high","nfetal_age_young","nfetal_age_old","totalconcep","totalconcep_educ_low","totalconcep_educ_high","totalconcep_age_young","totalconcep_age_old","deaths","lgdp","lpop","isolated","n"
"4389","PE","Tupanatinga",27551,6882.65,26007,"Vale do Ipanema",2,"Nordeste",0,"261580",2,26,16,10,15,11,0,0,0,0,0,26,16,10,15,11,5,8.83675903118537,10.223794111563,0.274786750418671,29
"4390","PE","Tupanatinga",27551,6882.65,26007,"Vale do Ipanema",2,"Nordeste",0,"261580",3,31,13,18,16,15,1,0,1,1,0,32,13,19,17,15,12,8.83675903118537,10.223794111563,0.363686635680643,31
"4391","PE","Tupanatinga",27551,6882.65,26007,"Vale do Ipanema",2,"Nordeste",0,"261580",4,21,9,12,12,9,1,1,0,0,1,22,10,12,12,10,9,8.83675903118537,10.223794111563,0.393015028806343,30
"4392","PE","Tupanatinga",27551,6882.65,26007,"Vale do Ipanema",2,"Nordeste",0,"261580",5,25,17,8,14,11,0,0,0,0,0,25,17,8,14,11,12,8.83675903118537,10.223794111563,0.430189141699031,31
"4393","PE","Tuparetama",8256,9611.67,26003,"Pajeú",2,"Nordeste",0,"261590",2,11,3,8,6,5,0,0,0,0,0,11,3,8,6,5,4,9.17073326418211,9.01869548772134,0.248381242946619,29
"4394","PE","Tuparetama",8256,9611.67,26003,"Pajeú",2,"Nordeste",0,"261590",3,11,4,7,8,3,0,0,0,0,0,11,4,7,8,3,7,9.17073326418211,9.01869548772134,0.327523791415955,31
"4395","PE","Tuparetama",8256,9611.67,26003,"Pajeú",2,"Nordeste",0,"261590",4,10,2,8,5,5,0,0,0,0,0,10,2,8,5,5,10,9.17073326418211,9.01869548772134,0.356113484629947,30
"4396","PE","Tuparetama",8256,9611.67,26003,"Pajeú",2,"Nordeste",0,"261590",5,6,2,4,2,4,0,0,0,0,0,6,2,4,2,4,8,9.17073326418211,9.01869548772134,0.352829864406987,31
"4397","PE","Venturosa",18661,11783.13,26007,"Vale do Ipanema",2,"Nordeste",0,"261600",2,20,12,8,9,11,0,0,0,0,0,20,12,8,9,11,8,9.37442412649641,9.83419106353347,0.279139652022287,29
"4398","PE","Venturosa",18661,11783.13,26007,"Vale do Ipanema",2,"Nordeste",0,"261600",3,16,3,13,8,8,1,0,1,0,1,17,3,14,8,9,14,9.37442412649641,9.83419106353347,0.345191241965656,31
"4399","PE","Venturosa",18661,11783.13,26007,"Vale do Ipanema",2,"Nordeste",0,"261600",4,21,14,7,10,11,0,0,0,0,0,21,14,7,10,11,16,9.37442412649641,9.83419106353347,0.382808813637572,30
"4400","PE","Venturosa",18661,11783.13,26007,"Vale do Ipanema",2,"Nordeste",0,"261600",5,20,7,13,9,11,0,0,0,0,0,20,7,13,9,11,16,9.37442412649641,9.83419106353347,0.402465170441585,31
"4401","PE","Verdejante",9553,7186.55,26002,"Salgueiro",2,"Nordeste",0,"261610",2,11,2,9,4,7,0,0,0,0,0,11,2,9,4,7,4,8.87996650245682,9.16461052027001,0.275172902452791,29
"4402","PE","Verdejante",9553,7186.55,26002,"Salgueiro",2,"Nordeste",0,"261610",3,9,3,6,5,4,0,0,0,0,0,9,3,6,5,4,5,8.87996650245682,9.16461052027001,0.398571636934298,31
"4403","PE","Verdejante",9553,7186.55,26002,"Salgueiro",2,"Nordeste",0,"261610",4,6,3,3,3,3,1,0,1,0,1,7,3,4,3,4,5,8.87996650245682,9.16461052027001,0.422602544246673,30
"4404","PE","Verdejante",9553,7186.55,26002,"Salgueiro",2,"Nordeste",0,"261610",5,13,4,9,5,8,1,0,1,1,0,14,4,10,6,8,5,8.87996650245682,9.16461052027001,0.45486138969282,31
"4405","PE","Vertente do Lério",7571,7829.31,26009,"Alto Capibaribe",2,"Nordeste",0,"261618",2,8,2,6,2,6,0,0,0,0,0,8,2,6,2,6,7,8.96562966249646,8.93208043810331,0.285429640031271,29
"4406","PE","Vertente do Lério",7571,7829.31,26009,"Alto Capibaribe",2,"Nordeste",0,"261618",3,9,3,6,4,5,0,0,0,0,0,9,3,6,4,5,7,8.96562966249646,8.93208043810331,0.390243109675954,31
"4407","PE","Vertente do Lério",7571,7829.31,26009,"Alto Capibaribe",2,"Nordeste",0,"261618",4,11,6,5,5,6,0,0,0,0,0,11,6,5,5,6,8,8.96562966249646,8.93208043810331,0.44422407902158,30
"4408","PE","Vertente do Lério",7571,7829.31,26009,"Alto Capibaribe",2,"Nordeste",0,"261618",5,7,5,2,2,5,0,0,0,0,0,7,5,2,2,5,4,8.96562966249646,8.93208043810331,0.431763094168023,31
"4409","PE","Vertentes",20954,7806.45,26009,"Alto Capibaribe",2,"Nordeste",0,"261620",2,31,15,16,13,18,0,0,0,0,0,31,15,16,13,18,5,8.96270559404209,9.95008483791291,0.307929265640808,29
"4410","PE","Vertentes",20954,7806.45,26009,"Alto Capibaribe",2,"Nordeste",0,"261620",3,27,17,10,17,10,0,0,0,0,0,27,17,10,17,10,12,8.96270559404209,9.95008483791291,0.410424417951641,31
"4411","PE","Vertentes",20954,7806.45,26009,"Alto Capibaribe",2,"Nordeste",0,"261620",4,15,9,6,4,11,0,0,0,0,0,15,9,6,4,11,12,8.96270559404209,9.95008483791291,0.478392705384475,30
"4412","PE","Vertentes",20954,7806.45,26009,"Alto Capibaribe",2,"Nordeste",0,"261620",5,40,18,22,13,27,0,0,0,0,0,40,18,22,13,27,16,8.96270559404209,9.95008483791291,0.451875600056826,31
"4413","PE","Vicência",32772,10631.56,26013,"Mata Setentrional Pernambucana",2,"Nordeste",0,"261630",2,40,13,27,21,19,0,0,0,0,0,40,13,27,21,19,13,9.2715822150371,10.3973297712617,0.305229334957944,29
"4414","PE","Vicência",32772,10631.56,26013,"Mata Setentrional Pernambucana",2,"Nordeste",0,"261630",3,25,8,17,17,8,0,0,0,0,0,25,8,17,17,8,13,9.2715822150371,10.3973297712617,0.389723795025066,31
"4415","PE","Vicência",32772,10631.56,26013,"Mata Setentrional Pernambucana",2,"Nordeste",0,"261630",4,27,10,17,16,11,2,0,2,2,0,29,10,19,18,11,15,9.2715822150371,10.3973297712617,0.42803727500029,30
"4416","PE","Vicência",32772,10631.56,26013,"Mata Setentrional Pernambucana",2,"Nordeste",0,"261630",5,31,11,20,10,21,0,0,0,0,0,31,11,20,10,21,29,9.2715822150371,10.3973297712617,0.421612059967473,31
"4417","PE","Vitória de Santo Antão",139583,26964.56,26014,"Vitória de Santo Antão",2,"Nordeste",1,"261640",2,137,42,95,59,78,1,0,1,0,1,138,42,96,59,79,89,10.2022786901897,11.8464146853908,0.282807239464042,29
"4418","PE","Vitória de Santo Antão",139583,26964.56,26014,"Vitória de Santo Antão",2,"Nordeste",1,"261640",3,144,50,94,57,87,1,0,1,0,1,145,50,95,57,88,95,10.2022786901897,11.8464146853908,0.3758488060453,31
"4419","PE","Vitória de Santo Antão",139583,26964.56,26014,"Vitória de Santo Antão",2,"Nordeste",1,"261640",4,125,50,75,59,66,1,0,1,0,1,126,50,76,59,67,117,10.2022786901897,11.8464146853908,0.435459587210795,30
"4420","PE","Vitória de Santo Antão",139583,26964.56,26014,"Vitória de Santo Antão",2,"Nordeste",1,"261640",5,150,59,91,69,81,0,0,0,0,0,150,59,91,69,81,205,10.2022786901897,11.8464146853908,0.432680500463567,31
"4421","PE","Xexéu",14757,8422.31,26015,"Mata Meridional Pernambucana",2,"Nordeste",0,"261650",2,19,7,12,9,10,0,0,0,0,0,19,7,12,9,10,14,9.03863941640352,9.59947282546345,0.343994670767174,29
"4422","PE","Xexéu",14757,8422.31,26015,"Mata Meridional Pernambucana",2,"Nordeste",0,"261650",3,19,8,11,10,9,0,0,0,0,0,19,8,11,10,9,12,9.03863941640352,9.59947282546345,0.42067541226655,31
"4423","PE","Xexéu",14757,8422.31,26015,"Mata Meridional Pernambucana",2,"Nordeste",0,"261650",4,19,9,10,11,8,0,0,0,0,0,19,9,10,11,8,11,9.03863941640352,9.59947282546345,0.458504721103227,30
"4424","PE","Xexéu",14757,8422.31,26015,"Mata Meridional Pernambucana",2,"Nordeste",0,"261650",5,19,5,14,10,9,1,1,0,1,0,20,6,14,11,9,18,9.03863941640352,9.59947282546345,0.467800784865037,31
"4425","AL","Água Branca",20230,7004.81,27001,"Serrana do Sertão Alagoano",2,"Nordeste",0,"270010",2,26,15,11,11,15,1,0,1,0,1,27,15,12,11,16,12,8.85435233492003,9.91492193016179,0.287189988119804,29
"4426","AL","Água Branca",20230,7004.81,27001,"Serrana do Sertão Alagoano",2,"Nordeste",0,"270010",3,22,14,8,9,13,0,0,0,0,0,22,14,8,9,13,8,8.85435233492003,9.91492193016179,0.413022768198452,31
"4427","AL","Água Branca",20230,7004.81,27001,"Serrana do Sertão Alagoano",2,"Nordeste",0,"270010",4,16,10,6,10,6,0,0,0,0,0,16,10,6,10,6,11,8.85435233492003,9.91492193016179,0.465244760659817,30
"4428","AL","Água Branca",20230,7004.81,27001,"Serrana do Sertão Alagoano",2,"Nordeste",0,"270010",5,25,14,11,12,13,0,0,0,0,0,25,14,11,12,13,17,8.85435233492003,9.91492193016179,0.473397863462993,31
"4429","AL","Anadia",17526,9399.28,27012,"São Miguel dos Campos",2,"Nordeste",0,"270020",2,12,5,7,10,2,0,0,0,0,0,12,5,7,10,2,12,9.14838836957981,9.7714407716158,0.286234283858442,29
"4430","AL","Anadia",17526,9399.28,27012,"São Miguel dos Campos",2,"Nordeste",0,"270020",3,10,5,5,6,4,0,0,0,0,0,10,5,5,6,4,11,9.14838836957981,9.7714407716158,0.370451554065099,31
"4431","AL","Anadia",17526,9399.28,27012,"São Miguel dos Campos",2,"Nordeste",0,"270020",4,11,3,8,6,5,0,0,0,0,0,11,3,8,6,5,13,9.14838836957981,9.7714407716158,0.374006837111797,30
"4432","AL","Anadia",17526,9399.28,27012,"São Miguel dos Campos",2,"Nordeste",0,"270020",5,17,10,7,10,7,0,0,0,0,0,17,10,7,10,7,7,9.14838836957981,9.7714407716158,0.391659928125151,31
"4433","AL","Arapiraca",233047,19389.15,27006,"Arapiraca",2,"Nordeste",1,"270030",2,281,119,162,116,165,1,1,0,0,1,282,120,162,116,166,121,9.87246891024643,12.3589954289439,0.278110054282286,29
"4434","AL","Arapiraca",233047,19389.15,27006,"Arapiraca",2,"Nordeste",1,"270030",3,281,100,181,120,161,0,0,0,0,0,281,100,181,120,161,145,9.87246891024643,12.3589954289439,0.363473958346321,31
"4435","AL","Arapiraca",233047,19389.15,27006,"Arapiraca",2,"Nordeste",1,"270030",4,291,116,175,117,174,0,0,0,0,0,291,116,175,117,174,129,9.87246891024643,12.3589954289439,0.388760832428091,30
"4436","AL","Arapiraca",233047,19389.15,27006,"Arapiraca",2,"Nordeste",1,"270030",5,346,146,200,148,198,0,0,0,0,0,346,146,200,148,198,186,9.87246891024643,12.3589954289439,0.391994282521143,31
"4437","AL","Atalaia",47365,16261.59,27009,"Mata Alagoana",2,"Nordeste",1,"270040",2,51,23,28,27,24,0,0,0,0,0,51,23,28,27,24,13,9.69656116429892,10.7656388383096,0.303832424433796,29
"4438","AL","Atalaia",47365,16261.59,27009,"Mata Alagoana",2,"Nordeste",1,"270040",3,32,24,8,16,16,1,0,1,0,1,33,24,9,16,17,24,9.69656116429892,10.7656388383096,0.389028590514599,31
"4439","AL","Atalaia",47365,16261.59,27009,"Mata Alagoana",2,"Nordeste",1,"270040",4,47,27,20,25,22,1,1,0,1,0,48,28,20,26,22,20,9.69656116429892,10.7656388383096,0.416087646426946,30
"4440","AL","Atalaia",47365,16261.59,27009,"Mata Alagoana",2,"Nordeste",1,"270040",5,55,28,27,28,27,0,0,0,0,0,55,28,27,28,27,31,9.69656116429892,10.7656388383096,0.42924728300108,31
"4441","AL","Barra de Santo Antônio",16068,11013.89,27011,"Maceió",2,"Nordeste",1,"270050",2,29,13,16,18,11,0,0,0,0,0,29,13,16,18,11,9,9.30691248248365,9.68458499547917,0.305912147380177,29
"4442","AL","Barra de Santo Antônio",16068,11013.89,27011,"Maceió",2,"Nordeste",1,"270050",3,18,11,7,14,4,0,0,0,0,0,18,11,7,14,4,10,9.30691248248365,9.68458499547917,0.40809146307848,31
"4443","AL","Barra de Santo Antônio",16068,11013.89,27011,"Maceió",2,"Nordeste",1,"270050",4,15,9,6,10,5,0,0,0,0,0,15,9,6,10,5,4,9.30691248248365,9.68458499547917,0.444238134542716,30
"4444","AL","Barra de Santo Antônio",16068,11013.89,27011,"Maceió",2,"Nordeste",1,"270050",5,19,9,10,12,7,0,0,0,0,0,19,9,10,12,7,14,9.30691248248365,9.68458499547917,0.450780034336751,31
"4445","AL","Barra de São Miguel",8378,23554.26,27011,"Maceió",2,"Nordeste",0,"270060",2,7,2,5,3,4,0,0,0,0,0,7,2,5,3,4,3,10.0670619748054,9.03336450150698,0.262486839758604,29
"4446","AL","Barra de São Miguel",8378,23554.26,27011,"Maceió",2,"Nordeste",0,"270060",3,12,7,5,8,4,0,0,0,0,0,12,7,5,8,4,5,10.0670619748054,9.03336450150698,0.373714996514992,31
"4447","AL","Barra de São Miguel",8378,23554.26,27011,"Maceió",2,"Nordeste",0,"270060",4,7,4,3,5,2,0,0,0,0,0,7,4,3,5,2,3,10.0670619748054,9.03336450150698,0.419262440208662,30
"4448","AL","Barra de São Miguel",8378,23554.26,27011,"Maceió",2,"Nordeste",0,"270060",5,10,3,7,3,7,0,0,0,0,0,10,3,7,3,7,5,10.0670619748054,9.03336450150698,0.433310316267475,31
"4449","AL","Batalha",18338,9068.67,27004,"Batalha",2,"Nordeste",0,"270070",2,16,8,8,9,7,0,0,0,0,0,16,8,8,9,7,12,9.11258089509118,9.81673068860985,0.293098870934781,29
"4450","AL","Batalha",18338,9068.67,27004,"Batalha",2,"Nordeste",0,"270070",3,26,12,14,10,16,0,0,0,0,0,26,12,14,10,16,6,9.11258089509118,9.81673068860985,0.354079677077035,31
"4451","AL","Batalha",18338,9068.67,27004,"Batalha",2,"Nordeste",0,"270070",4,21,7,14,10,11,0,0,0,0,0,21,7,14,10,11,7,9.11258089509118,9.81673068860985,0.372514626324942,30
"4452","AL","Batalha",18338,9068.67,27004,"Batalha",2,"Nordeste",0,"270070",5,22,8,14,8,14,0,0,0,0,0,22,8,14,8,14,7,9.11258089509118,9.81673068860985,0.397372835746723,31
"4453","AL","Belém",4284,19209.07,27005,"Palmeira dos Índios",2,"Nordeste",0,"270080",2,6,3,3,4,2,0,0,0,0,0,6,3,3,4,2,6,9.86313784230542,8.36264243156764,0.274640777473594,29
"4454","AL","Belém",4284,19209.07,27005,"Palmeira dos Índios",2,"Nordeste",0,"270080",3,7,5,2,4,3,0,0,0,0,0,7,5,2,4,3,7,9.86313784230542,8.36264243156764,0.358203080680444,31
"4455","AL","Belém",4284,19209.07,27005,"Palmeira dos Índios",2,"Nordeste",0,"270080",4,3,1,2,2,1,0,0,0,0,0,3,1,2,2,1,1,9.86313784230542,8.36264243156764,0.419107879859681,30
"4456","AL","Belém",4284,19209.07,27005,"Palmeira dos Índios",2,"Nordeste",0,"270080",5,10,7,3,4,6,0,0,0,0,0,10,7,3,4,6,6,9.86313784230542,8.36264243156764,0.426473169825997,31
"4457","AL","Boca da Mata",27356,12132.78,27012,"São Miguel dos Campos",2,"Nordeste",1,"270100",2,20,5,15,16,4,1,1,0,0,1,21,6,15,16,5,16,9.40366615952121,10.216691162218,0.258332301917053,29
"4458","AL","Boca da Mata",27356,12132.78,27012,"São Miguel dos Campos",2,"Nordeste",1,"270100",3,19,8,11,12,7,0,0,0,0,0,19,8,11,12,7,10,9.40366615952121,10.216691162218,0.346294575976223,31
"4459","AL","Boca da Mata",27356,12132.78,27012,"São Miguel dos Campos",2,"Nordeste",1,"270100",4,20,7,13,4,16,0,0,0,0,0,20,7,13,4,16,12,9.40366615952121,10.216691162218,0.365271047571854,30
"4460","AL","Boca da Mata",27356,12132.78,27012,"São Miguel dos Campos",2,"Nordeste",1,"270100",5,28,13,15,17,11,0,0,0,0,0,28,13,15,17,11,17,9.40366615952121,10.216691162218,0.372866973662134,31
"4461","AL","Branquinha",10460,47215.27,27009,"Mata Alagoana",2,"Nordeste",0,"270110",2,20,9,11,11,9,0,0,0,0,0,20,9,11,11,9,7,10.7624726362025,9.25531373761891,0.308721966842184,29
"4462","AL","Branquinha",10460,47215.27,27009,"Mata Alagoana",2,"Nordeste",0,"270110",3,14,4,10,9,5,0,0,0,0,0,14,4,10,9,5,3,10.7624726362025,9.25531373761891,0.377090910478344,31
"4463","AL","Branquinha",10460,47215.27,27009,"Mata Alagoana",2,"Nordeste",0,"270110",4,17,8,9,11,6,0,0,0,0,0,17,8,9,11,6,4,10.7624726362025,9.25531373761891,0.442815060009222,30
"4464","AL","Branquinha",10460,47215.27,27009,"Mata Alagoana",2,"Nordeste",0,"270110",5,12,7,5,7,5,0,0,0,0,0,12,7,5,7,5,9,10.7624726362025,9.25531373761891,0.438346342589876,31
"4465","AL","Cacimbinhas",10889,8781.74,27005,"Palmeira dos Índios",2,"Nordeste",0,"270120",2,9,5,4,5,4,0,0,0,0,0,9,5,4,5,4,5,9.0804298446711,9.29550838434606,0.27050309616405,29
"4466","AL","Cacimbinhas",10889,8781.74,27005,"Palmeira dos Índios",2,"Nordeste",0,"270120",3,9,6,3,5,4,0,0,0,0,0,9,6,3,5,4,9,9.0804298446711,9.29550838434606,0.355388357453025,31
"4467","AL","Cacimbinhas",10889,8781.74,27005,"Palmeira dos Índios",2,"Nordeste",0,"270120",4,14,9,5,8,6,0,0,0,0,0,14,9,5,8,6,4,9.0804298446711,9.29550838434606,0.385160093495696,30
"4468","AL","Cacimbinhas",10889,8781.74,27005,"Palmeira dos Índios",2,"Nordeste",0,"270120",5,10,6,4,5,5,0,0,0,0,0,10,6,4,5,5,9,9.0804298446711,9.29550838434606,0.400235246613696,31
"4469","AL","Cajueiro",21331,8676.02,27009,"Mata Alagoana",2,"Nordeste",1,"270130",2,18,9,9,9,9,1,0,1,0,1,19,9,10,9,10,13,9.06831817715388,9.96791669269182,0.308361946164502,29
"4470","AL","Cajueiro",21331,8676.02,27009,"Mata Alagoana",2,"Nordeste",1,"270130",3,17,11,6,11,6,0,0,0,0,0,17,11,6,11,6,14,9.06831817715388,9.96791669269182,0.391204921361176,31
"4471","AL","Cajueiro",21331,8676.02,27009,"Mata Alagoana",2,"Nordeste",1,"270130",4,21,13,8,10,11,0,0,0,0,0,21,13,8,10,11,15,9.06831817715388,9.96791669269182,0.423287012101018,30
"4472","AL","Cajueiro",21331,8676.02,27009,"Mata Alagoana",2,"Nordeste",1,"270130",5,29,18,11,16,13,0,0,0,0,0,29,18,11,16,13,21,9.06831817715388,9.96791669269182,0.439780469663856,31
"4473","AL","Campestre",6954,8437.5,27009,"Mata Alagoana",2,"Nordeste",0,"270135",2,11,5,6,7,4,0,0,0,0,0,11,5,6,7,4,3,9.04044133518079,8.84707231256781,0.315093510270858,29
"4474","AL","Campestre",6954,8437.5,27009,"Mata Alagoana",2,"Nordeste",0,"270135",3,10,4,6,4,6,0,0,0,0,0,10,4,6,4,6,2,9.04044133518079,8.84707231256781,0.369133658920872,31
"4475","AL","Campestre",6954,8437.5,27009,"Mata Alagoana",2,"Nordeste",0,"270135",4,6,3,3,3,3,0,0,0,0,0,6,3,3,3,3,2,9.04044133518079,8.84707231256781,0.421348125692244,30
"4476","AL","Campestre",6954,8437.5,27009,"Mata Alagoana",2,"Nordeste",0,"270135",5,9,5,4,4,5,0,0,0,0,0,9,5,4,4,5,6,9.04044133518079,8.84707231256781,0.450885752789187,31
"4477","AL","Campo Alegre",57537,8124.18,27012,"São Miguel dos Campos",2,"Nordeste",1,"270140",2,31,14,17,17,14,1,1,0,0,1,32,15,17,17,15,18,9.00260007902794,10.9601834981029,0.298332813421921,29
"4478","AL","Campo Alegre",57537,8124.18,27012,"São Miguel dos Campos",2,"Nordeste",1,"270140",3,36,11,25,20,16,0,0,0,0,0,36,11,25,20,16,13,9.00260007902794,10.9601834981029,0.39771069490243,31
"4479","AL","Campo Alegre",57537,8124.18,27012,"São Miguel dos Campos",2,"Nordeste",1,"270140",4,38,12,26,23,15,0,0,0,0,0,38,12,26,23,15,18,9.00260007902794,10.9601834981029,0.40896858569686,30
"4480","AL","Campo Alegre",57537,8124.18,27012,"São Miguel dos Campos",2,"Nordeste",1,"270140",5,38,12,26,25,13,0,0,0,0,0,38,12,26,25,13,23,9.00260007902794,10.9601834981029,0.409661525239272,31
"4481","AL","Campo Grande",9567,8976.96,27006,"Arapiraca",2,"Nordeste",0,"270150",2,11,7,4,3,8,0,0,0,0,0,11,7,4,3,8,5,9.10241657391519,9.16607495567817,0.290358565967857,29
"4482","AL","Campo Grande",9567,8976.96,27006,"Arapiraca",2,"Nordeste",0,"270150",3,11,6,5,5,6,0,0,0,0,0,11,6,5,5,6,4,9.10241657391519,9.16607495567817,0.38078987010756,31
"4483","AL","Campo Grande",9567,8976.96,27006,"Arapiraca",2,"Nordeste",0,"270150",4,14,7,7,7,7,0,0,0,0,0,14,7,7,7,7,11,9.10241657391519,9.16607495567817,0.381554639663041,30
"4484","AL","Campo Grande",9567,8976.96,27006,"Arapiraca",2,"Nordeste",0,"270150",5,15,8,7,7,8,0,0,0,0,0,15,8,7,7,8,12,9.10241657391519,9.16607495567817,0.390876027857784,31
"4485","AL","Canapi",17719,6629.41,27001,"Serrana do Sertão Alagoano",2,"Nordeste",0,"270160",2,15,10,5,11,4,0,0,0,0,0,15,10,5,11,4,9,8.79927108977818,9.78239278915807,0.301108090776236,29
"4486","AL","Canapi",17719,6629.41,27001,"Serrana do Sertão Alagoano",2,"Nordeste",0,"270160",3,20,12,8,11,9,0,0,0,0,0,20,12,8,11,9,12,8.79927108977818,9.78239278915807,0.353320612650354,31
"4487","AL","Canapi",17719,6629.41,27001,"Serrana do Sertão Alagoano",2,"Nordeste",0,"270160",4,24,16,8,14,10,0,0,0,0,0,24,16,8,14,10,12,8.79927108977818,9.78239278915807,0.418507259221117,30
"4488","AL","Canapi",17719,6629.41,27001,"Serrana do Sertão Alagoano",2,"Nordeste",0,"270160",5,27,14,13,17,10,0,0,0,0,0,27,14,13,17,10,11,8.79927108977818,9.78239278915807,0.419880782431928,31
"4489","AL","Capela",16979,10749.33,27009,"Mata Alagoana",2,"Nordeste",0,"270170",2,21,7,14,12,9,1,1,0,1,0,22,8,14,13,9,7,9.28259870603209,9.73973256531601,0.290572290192604,29
"4490","AL","Capela",16979,10749.33,27009,"Mata Alagoana",2,"Nordeste",0,"270170",3,9,4,5,3,6,0,0,0,0,0,9,4,5,3,6,8,9.28259870603209,9.73973256531601,0.378470991497102,31
"4491","AL","Capela",16979,10749.33,27009,"Mata Alagoana",2,"Nordeste",0,"270170",4,12,5,7,4,8,0,0,0,0,0,12,5,7,4,8,8,9.28259870603209,9.73973256531601,0.396938534702259,30
"4492","AL","Capela",16979,10749.33,27009,"Mata Alagoana",2,"Nordeste",0,"270170",5,19,7,12,15,4,0,0,0,0,0,19,7,12,15,4,12,9.28259870603209,9.73973256531601,0.412305466628853,31
"4493","AL","Carneiros",9159,6885.91,27003,"Santana do Ipanema",2,"Nordeste",0,"270180",2,12,4,8,7,5,0,0,0,0,0,12,4,8,7,5,8,8.83723257381596,9.12249228140299,0.320254789470703,29
"4494","AL","Carneiros",9159,6885.91,27003,"Santana do Ipanema",2,"Nordeste",0,"270180",3,7,4,3,4,3,0,0,0,0,0,7,4,3,4,3,6,8.83723257381596,9.12249228140299,0.395677635746429,31
"4495","AL","Carneiros",9159,6885.91,27003,"Santana do Ipanema",2,"Nordeste",0,"270180",4,6,4,2,3,3,0,0,0,0,0,6,4,2,3,3,6,8.83723257381596,9.12249228140299,0.414780591803871,30
"4496","AL","Carneiros",9159,6885.91,27003,"Santana do Ipanema",2,"Nordeste",0,"270180",5,7,5,2,3,4,0,0,0,0,0,7,5,2,3,4,6,8.83723257381596,9.12249228140299,0.457360617563092,31
"4497","AL","Chã Preta",7311,15809.36,27008,"Serrana dos Quilombos",2,"Nordeste",0,"270190",2,5,2,3,4,1,0,0,0,0,0,5,2,3,4,1,2,9.66835744867574,8.89713534229332,0.288950840579385,29
"4498","AL","Chã Preta",7311,15809.36,27008,"Serrana dos Quilombos",2,"Nordeste",0,"270190",3,4,3,1,2,2,0,0,0,0,0,4,3,1,2,2,4,9.66835744867574,8.89713534229332,0.378974764756441,31
"4499","AL","Chã Preta",7311,15809.36,27008,"Serrana dos Quilombos",2,"Nordeste",0,"270190",4,5,3,2,4,1,0,0,0,0,0,5,3,2,4,1,0,9.66835744867574,8.89713534229332,0.405245117857967,30
"4500","AL","Chã Preta",7311,15809.36,27008,"Serrana dos Quilombos",2,"Nordeste",0,"270190",5,8,5,3,4,4,0,0,0,0,0,8,5,3,4,4,1,9.66835744867574,8.89713534229332,0.428239566963353,31
"4501","AL","Coité do Nóia",10643,9180.75,27006,"Arapiraca",2,"Nordeste",0,"270200",2,11,5,6,4,7,0,0,0,0,0,11,5,6,4,7,5,9.12486417962373,9.27265767804104,0.280208763851404,29
"4502","AL","Coité do Nóia",10643,9180.75,27006,"Arapiraca",2,"Nordeste",0,"270200",3,6,3,3,3,3,0,0,0,0,0,6,3,3,3,3,6,9.12486417962373,9.27265767804104,0.380474077794437,31
"4503","AL","Coité do Nóia",10643,9180.75,27006,"Arapiraca",2,"Nordeste",0,"270200",4,15,5,10,6,9,0,0,0,0,0,15,5,10,6,9,8,9.12486417962373,9.27265767804104,0.400969999339736,30
"4504","AL","Coité do Nóia",10643,9180.75,27006,"Arapiraca",2,"Nordeste",0,"270200",5,9,5,4,0,9,0,0,0,0,0,9,5,4,0,9,7,9.12486417962373,9.27265767804104,0.428547871300042,31
"4505","AL","Colônia Leopoldina",21818,11732.49,27009,"Mata Alagoana",2,"Nordeste",1,"270210",2,27,14,13,13,14,0,0,0,0,0,27,14,13,13,14,9,9.37011719533495,9.9904905961577,0.296381134031746,29
"4506","AL","Colônia Leopoldina",21818,11732.49,27009,"Mata Alagoana",2,"Nordeste",1,"270210",3,11,4,7,5,6,0,0,0,0,0,11,4,7,5,6,13,9.37011719533495,9.9904905961577,0.390728666168997,31
"4507","AL","Colônia Leopoldina",21818,11732.49,27009,"Mata Alagoana",2,"Nordeste",1,"270210",4,15,4,11,10,5,0,0,0,0,0,15,4,11,10,5,7,9.37011719533495,9.9904905961577,0.408832281264528,30
"4508","AL","Colônia Leopoldina",21818,11732.49,27009,"Mata Alagoana",2,"Nordeste",1,"270210",5,15,5,10,10,5,1,1,0,0,1,16,6,10,10,6,19,9.37011719533495,9.9904905961577,0.41378100330388,31
"4509","AL","Coqueiro Seco",5864,11856.95,27011,"Maceió",2,"Nordeste",1,"270220",2,5,3,2,3,2,0,0,0,0,0,5,3,2,3,2,3,9.3806694725309,8.67658724356649,0.298470724226325,29
"4510","AL","Coqueiro Seco",5864,11856.95,27011,"Maceió",2,"Nordeste",1,"270220",3,4,3,1,1,3,0,0,0,0,0,4,3,1,1,3,4,9.3806694725309,8.67658724356649,0.396827980714805,31
"4511","AL","Coqueiro Seco",5864,11856.95,27011,"Maceió",2,"Nordeste",1,"270220",4,11,1,10,5,6,1,1,0,0,1,12,2,10,5,7,5,9.3806694725309,8.67658724356649,0.42324112157933,30
"4512","AL","Coqueiro Seco",5864,11856.95,27011,"Maceió",2,"Nordeste",1,"270220",5,8,2,6,6,2,0,0,0,0,0,8,2,6,6,2,8,9.3806694725309,8.67658724356649,0.428664454694154,31
