"","UF","name","popm","gdpc","microregion","microregion_name","region","region_name","urban","codmun6","month","nconcep","nconcep_educ_low","nconcep_educ_high","nconcep_age_young","nconcep_age_old","nfetal","nfetal_educ_low","nfetal_educ_high","nfetal_age_young","nfetal_age_old","totalconcep","totalconcep_educ_low","totalconcep_educ_high","totalconcep_age_young","totalconcep_age_old","deaths","lgdp","lpop","isolated","n"
"1","RO","Alta Floresta D'Oeste",22728,21552.47,11006,"Cacoal",1,"Norte",0,"110001",2,24,8,16,8,16,0,0,0,0,0,24,8,16,8,16,10,9.97824570613322,10.031352923534,0.313762028255278,29
"2","RO","Alta Floresta D'Oeste",22728,21552.47,11006,"Cacoal",1,"Norte",0,"110001",3,20,6,14,10,10,0,0,0,0,0,20,6,14,10,10,8,9.97824570613322,10.031352923534,0.410957733516824,31
"3","RO","Alta Floresta D'Oeste",22728,21552.47,11006,"Cacoal",1,"Norte",0,"110001",4,27,12,15,13,14,0,0,0,0,0,27,12,15,13,14,11,9.97824570613322,10.031352923534,0.411934125123187,30
"4","RO","Alta Floresta D'Oeste",22728,21552.47,11006,"Cacoal",1,"Norte",0,"110001",5,24,6,18,13,11,0,0,0,0,0,24,6,18,13,11,10,9.97824570613322,10.031352923534,0.439771444109699,31
"5","RO","Ariquemes",109523,23206.36,11003,"Ariquemes",1,"Norte",1,"110002",2,112,33,79,53,59,0,0,0,0,0,112,33,79,53,59,33,10.0521816580165,11.6038898518443,0.302274032496523,29
"6","RO","Ariquemes",109523,23206.36,11003,"Ariquemes",1,"Norte",1,"110002",3,127,34,93,67,60,3,1,2,1,2,130,35,95,68,62,50,10.0521816580165,11.6038898518443,0.382985907351202,31
"7","RO","Ariquemes",109523,23206.36,11003,"Ariquemes",1,"Norte",1,"110002",4,129,31,98,55,74,2,0,2,0,2,131,31,100,55,76,44,10.0521816580165,11.6038898518443,0.415762381587051,30
"8","RO","Ariquemes",109523,23206.36,11003,"Ariquemes",1,"Norte",1,"110002",5,138,34,104,64,74,2,1,1,1,1,140,35,105,65,75,48,10.0521816580165,11.6038898518443,0.395834346236795,31
"9","RO","Cacoal",85893,25708.96,11006,"Cacoal",1,"Norte",1,"110004",2,112,17,95,41,71,0,0,0,0,0,112,17,95,41,71,26,10.1545948482555,11.3608576145471,0.316755494112133,29
"10","RO","Cacoal",85893,25708.96,11006,"Cacoal",1,"Norte",1,"110004",3,122,26,96,44,78,0,0,0,0,0,122,26,96,44,78,44,10.1545948482555,11.3608576145471,0.412615702474296,31
"11","RO","Cacoal",85893,25708.96,11006,"Cacoal",1,"Norte",1,"110004",4,99,23,76,38,61,1,0,1,1,0,100,23,77,39,61,36,10.1545948482555,11.3608576145471,0.438044449925928,30
"12","RO","Cacoal",85893,25708.96,11006,"Cacoal",1,"Norte",1,"110004",5,126,31,95,49,77,0,0,0,0,0,126,31,95,49,77,44,10.1545948482555,11.3608576145471,0.414557463978431,31
"13","RO","Cerejeiras",16204,28714.35,11008,"Colorado do Oeste",1,"Norte",1,"110005",2,21,11,10,7,14,0,0,0,0,0,21,11,10,7,14,7,10.2651522767894,9.69301340432258,0.318097365681646,29
"14","RO","Cerejeiras",16204,28714.35,11008,"Colorado do Oeste",1,"Norte",1,"110005",3,22,5,17,12,10,0,0,0,0,0,22,5,17,12,10,7,10.2651522767894,9.69301340432258,0.381834139779908,31
"15","RO","Cerejeiras",16204,28714.35,11008,"Colorado do Oeste",1,"Norte",1,"110005",4,17,2,15,8,9,1,0,1,0,1,18,2,16,8,10,7,10.2651522767894,9.69301340432258,0.423814819651316,30
"16","RO","Cerejeiras",16204,28714.35,11008,"Colorado do Oeste",1,"Norte",1,"110005",5,22,6,16,4,18,0,0,0,0,0,22,6,16,4,18,6,10.2651522767894,9.69301340432258,0.379788695703754,31
"17","RO","Colorado do Oeste",15544,20362.88,11008,"Colorado do Oeste",1,"Norte",0,"110006",2,16,5,11,6,10,0,0,0,0,0,16,5,11,6,10,8,9.92146891449185,9.65142999105728,0.3231189152917,29
"18","RO","Colorado do Oeste",15544,20362.88,11008,"Colorado do Oeste",1,"Norte",0,"110006",3,14,4,10,3,11,0,0,0,0,0,14,4,10,3,11,9,9.92146891449185,9.65142999105728,0.423153370680315,31
"19","RO","Colorado do Oeste",15544,20362.88,11008,"Colorado do Oeste",1,"Norte",0,"110006",4,12,1,11,5,7,0,0,0,0,0,12,1,11,5,7,10,9.92146891449185,9.65142999105728,0.469508731538151,30
"20","RO","Colorado do Oeste",15544,20362.88,11008,"Colorado do Oeste",1,"Norte",0,"110006",5,16,5,11,8,8,0,0,0,0,0,16,5,11,8,8,8,9.92146891449185,9.65142999105728,0.453461031746386,31
"21","RO","Costa Marques",18798,12890.7,11002,"Guajará-Mirim",1,"Norte",0,"110008",2,10,5,5,4,6,0,0,0,0,0,10,5,5,4,6,1,9.46426140012204,9.84150576018025,0.342953297867111,29
"22","RO","Costa Marques",18798,12890.7,11002,"Guajará-Mirim",1,"Norte",0,"110008",3,19,9,10,9,10,0,0,0,0,0,19,9,10,9,10,10,9.46426140012204,9.84150576018025,0.437642001494323,31
"23","RO","Costa Marques",18798,12890.7,11002,"Guajará-Mirim",1,"Norte",0,"110008",4,13,6,7,9,4,0,0,0,0,0,13,6,7,9,4,3,9.46426140012204,9.84150576018025,0.443144765014464,30
"24","RO","Costa Marques",18798,12890.7,11002,"Guajará-Mirim",1,"Norte",0,"110008",5,10,7,3,8,2,0,0,0,0,0,10,7,3,8,2,7,9.46426140012204,9.84150576018025,0.421290427371824,31
"25","RO","Espigão D'Oeste",32695,18984.55,11006,"Cacoal",1,"Norte",0,"110009",2,33,11,22,14,19,0,0,0,0,0,33,11,22,14,19,16,9.85138076946162,10.3949774399954,0.366473474454986,29
"26","RO","Espigão D'Oeste",32695,18984.55,11006,"Cacoal",1,"Norte",0,"110009",3,40,12,28,18,22,0,0,0,0,0,40,12,28,18,22,17,9.85138076946162,10.3949774399954,0.43445381681002,31
"27","RO","Espigão D'Oeste",32695,18984.55,11006,"Cacoal",1,"Norte",0,"110009",4,29,9,20,14,15,3,0,3,1,2,32,9,23,15,17,10,9.85138076946162,10.3949774399954,0.461425341491426,30
"28","RO","Espigão D'Oeste",32695,18984.55,11006,"Cacoal",1,"Norte",0,"110009",5,46,12,34,14,32,0,0,0,0,0,46,12,34,14,32,12,9.85138076946162,10.3949774399954,0.444587448687829,31
"29","RO","Guajará-Mirim",46556,18279.32,11002,"Guajará-Mirim",1,"Norte",1,"110010",2,68,24,44,27,41,2,0,2,0,2,70,24,46,27,43,22,9.81352564519151,10.7484111680619,0.312030131255039,29
"30","RO","Guajará-Mirim",46556,18279.32,11002,"Guajará-Mirim",1,"Norte",1,"110010",3,58,30,28,27,31,0,0,0,0,0,58,30,28,27,31,20,9.81352564519151,10.7484111680619,0.387221076339958,31
"31","RO","Guajará-Mirim",46556,18279.32,11002,"Guajará-Mirim",1,"Norte",1,"110010",4,62,29,33,23,39,0,0,0,0,0,62,29,33,23,39,18,9.81352564519151,10.7484111680619,0.427506933420117,30
"32","RO","Guajará-Mirim",46556,18279.32,11002,"Guajará-Mirim",1,"Norte",1,"110010",5,56,23,33,22,34,0,0,0,0,0,56,23,33,22,34,42,9.81352564519151,10.7484111680619,0.464927492831153,31
"33","RO","Jaru",51620,28433.31,11004,"Ji-Paraná",1,"Norte",1,"110011",2,75,16,59,30,45,0,0,0,0,0,75,16,59,30,45,30,10.2553166241783,10.8516644732726,0.305756921597329,29
"34","RO","Jaru",51620,28433.31,11004,"Ji-Paraná",1,"Norte",1,"110011",3,58,11,47,25,33,0,0,0,0,0,58,11,47,25,33,24,10.2553166241783,10.8516644732726,0.377790060491767,31
"35","RO","Jaru",51620,28433.31,11004,"Ji-Paraná",1,"Norte",1,"110011",4,58,13,45,25,33,0,0,0,0,0,58,13,45,25,33,18,10.2553166241783,10.8516644732726,0.399574853383529,30
"36","RO","Jaru",51620,28433.31,11004,"Ji-Paraná",1,"Norte",1,"110011",5,57,12,45,20,37,0,0,0,0,0,57,12,45,20,37,27,10.2553166241783,10.8516644732726,0.39126017944871,31
"37","RO","Ji-Paraná",130009,26287.35,11004,"Ji-Paraná",1,"Norte",1,"110012",2,127,34,93,53,74,2,1,1,2,0,129,35,94,55,74,50,10.1768431138606,11.7753589578106,0.312829126633488,29
"38","RO","Ji-Paraná",130009,26287.35,11004,"Ji-Paraná",1,"Norte",1,"110012",3,145,36,109,60,85,1,0,1,1,0,146,36,110,61,85,52,10.1768431138606,11.7753589578106,0.399997992266472,31
"39","RO","Ji-Paraná",130009,26287.35,11004,"Ji-Paraná",1,"Norte",1,"110012",4,117,29,88,54,63,1,0,1,1,0,118,29,89,55,63,45,10.1768431138606,11.7753589578106,0.418157078541927,30
"40","RO","Ji-Paraná",130009,26287.35,11004,"Ji-Paraná",1,"Norte",1,"110012",5,132,33,99,52,80,1,0,1,1,0,133,33,100,53,80,56,10.1768431138606,11.7753589578106,0.402632367778117,31
"41","RO","Machadinho D'Oeste",40867,16423.33,11003,"Ariquemes",1,"Norte",0,"110013",2,48,19,29,20,28,0,0,0,0,0,48,19,29,20,28,11,9.70645816390661,10.6180781703897,0.314185045999266,29
"42","RO","Machadinho D'Oeste",40867,16423.33,11003,"Ariquemes",1,"Norte",0,"110013",3,39,14,25,15,24,0,0,0,0,0,39,14,25,15,24,9,9.70645816390661,10.6180781703897,0.406719669582353,31
"43","RO","Machadinho D'Oeste",40867,16423.33,11003,"Ariquemes",1,"Norte",0,"110013",4,23,14,9,12,11,0,0,0,0,0,23,14,9,12,11,7,9.70645816390661,10.6180781703897,0.425229940538788,30
"44","RO","Machadinho D'Oeste",40867,16423.33,11003,"Ariquemes",1,"Norte",0,"110013",5,41,17,24,18,23,0,0,0,0,0,41,17,24,18,23,11,9.70645816390661,10.6180781703897,0.447237276403376,31
"45","RO","Nova Brasilândia D'Oeste",20489,18086.15,11005,"Alvorada D'Oeste",1,"Norte",0,"110014",2,16,5,11,9,7,0,0,0,0,0,16,5,11,9,7,5,9.80290173097387,9.9276434357472,0.330461085872681,29
"46","RO","Nova Brasilândia D'Oeste",20489,18086.15,11005,"Alvorada D'Oeste",1,"Norte",0,"110014",3,19,2,17,7,12,0,0,0,0,0,19,2,17,7,12,4,9.80290173097387,9.9276434357472,0.378662245597666,31
"47","RO","Nova Brasilândia D'Oeste",20489,18086.15,11005,"Alvorada D'Oeste",1,"Norte",0,"110014",4,14,2,12,6,8,0,0,0,0,0,14,2,12,6,8,12,9.80290173097387,9.9276434357472,0.406849955052334,30
"48","RO","Nova Brasilândia D'Oeste",20489,18086.15,11005,"Alvorada D'Oeste",1,"Norte",0,"110014",5,22,4,18,5,17,0,0,0,0,0,22,4,18,5,17,4,9.80290173097387,9.9276434357472,0.418003227582752,31
"49","RO","Ouro Preto do Oeste",35737,22252.8,11004,"Ji-Paraná",1,"Norte",1,"110015",2,41,12,29,18,23,0,0,0,0,0,41,12,29,18,23,13,10.0102231223735,10.4839418456268,0.293831262595354,29
"50","RO","Ouro Preto do Oeste",35737,22252.8,11004,"Ji-Paraná",1,"Norte",1,"110015",3,50,13,37,22,28,0,0,0,0,0,50,13,37,22,28,23,10.0102231223735,10.4839418456268,0.37550511632357,31
"51","RO","Ouro Preto do Oeste",35737,22252.8,11004,"Ji-Paraná",1,"Norte",1,"110015",4,33,4,29,16,17,0,0,0,0,0,33,4,29,16,17,18,10.0102231223735,10.4839418456268,0.403816935599158,30
"52","RO","Ouro Preto do Oeste",35737,22252.8,11004,"Ji-Paraná",1,"Norte",1,"110015",5,32,6,26,15,17,0,0,0,0,0,32,6,26,15,17,17,10.0102231223735,10.4839418456268,0.3972330686142,31
"53","RO","Pimenta Bueno",36881,31046.76,11007,"Vilhena",1,"Norte",1,"110018",2,36,12,24,22,14,1,0,1,0,1,37,12,25,22,15,4,10.3432497340909,10.5154517922704,0.317125437960628,29
"54","RO","Pimenta Bueno",36881,31046.76,11007,"Vilhena",1,"Norte",1,"110018",3,45,10,35,16,29,0,0,0,0,0,45,10,35,16,29,15,10.3432497340909,10.5154517922704,0.401051385844442,31
"55","RO","Pimenta Bueno",36881,31046.76,11007,"Vilhena",1,"Norte",1,"110018",4,42,15,27,19,23,0,0,0,0,0,42,15,27,19,23,15,10.3432497340909,10.5154517922704,0.425586902886357,30
"56","RO","Pimenta Bueno",36881,31046.76,11007,"Vilhena",1,"Norte",1,"110018",5,48,10,38,24,24,0,0,0,0,0,48,10,38,24,24,25,10.3432497340909,10.5154517922704,0.416034324320679,31
"57","RO","Porto Velho",539354,32042.66,11001,"Porto Velho",1,"Norte",1,"110020",2,539,165,374,249,290,6,3,3,3,3,545,168,377,252,293,172,10.3748234189597,13.1981274061106,0.31231803276805,29
"58","RO","Porto Velho",539354,32042.66,11001,"Porto Velho",1,"Norte",1,"110020",3,580,153,427,246,334,3,2,1,1,2,583,155,428,247,336,222,10.3748234189597,13.1981274061106,0.417353601194784,31
"59","RO","Porto Velho",539354,32042.66,11001,"Porto Velho",1,"Norte",1,"110020",4,548,155,393,232,316,7,2,5,3,4,555,157,398,235,320,216,10.3748234189597,13.1981274061106,0.467701724580404,30
"60","RO","Porto Velho",539354,32042.66,11001,"Porto Velho",1,"Norte",1,"110020",5,516,133,383,241,275,8,2,6,3,5,524,135,389,244,280,313,10.3748234189597,13.1981274061106,0.451462989732605,31
"61","RO","Presidente Médici",18571,21515.83,11004,"Ji-Paraná",1,"Norte",0,"110025",2,13,3,10,8,5,0,0,0,0,0,13,3,10,8,5,15,9.97654422226506,9.82935650319305,0.35296208306941,29
"62","RO","Presidente Médici",18571,21515.83,11004,"Ji-Paraná",1,"Norte",0,"110025",3,25,10,15,7,18,0,0,0,0,0,25,10,15,7,18,6,9.97654422226506,9.82935650319305,0.415731713459309,31
"63","RO","Presidente Médici",18571,21515.83,11004,"Ji-Paraná",1,"Norte",0,"110025",4,17,1,16,4,13,0,0,0,0,0,17,1,16,4,13,11,9.97654422226506,9.82935650319305,0.443225933219614,30
"64","RO","Presidente Médici",18571,21515.83,11004,"Ji-Paraná",1,"Norte",0,"110025",5,23,6,17,11,12,0,0,0,0,0,23,6,17,11,12,15,9.97654422226506,9.82935650319305,0.440606327009992,31
"65","RO","Rolim de Moura",55407,24077.57,11006,"Cacoal",1,"Norte",1,"110028",2,53,14,39,26,27,0,0,0,0,0,53,14,39,26,27,26,10.0890359807094,10.922461218544,0.320299707487464,29
"66","RO","Rolim de Moura",55407,24077.57,11006,"Cacoal",1,"Norte",1,"110028",3,56,8,48,27,29,0,0,0,0,0,56,8,48,27,29,32,10.0890359807094,10.922461218544,0.414119132372106,31
"67","RO","Rolim de Moura",55407,24077.57,11006,"Cacoal",1,"Norte",1,"110028",4,77,12,65,25,52,0,0,0,0,0,77,12,65,25,52,22,10.0890359807094,10.922461218544,0.440277120031501,30
"68","RO","Rolim de Moura",55407,24077.57,11006,"Cacoal",1,"Norte",1,"110028",5,55,17,38,27,28,1,0,1,0,1,56,17,39,27,29,22,10.0890359807094,10.922461218544,0.415045634908602,31
"69","RO","Vilhena",102211,28420.11,11007,"Vilhena",1,"Norte",1,"110030",2,108,23,85,35,73,3,1,2,2,1,111,24,87,37,74,36,10.2548522721573,11.5347945830538,0.323250221458671,29
"70","RO","Vilhena",102211,28420.11,11007,"Vilhena",1,"Norte",1,"110030",3,129,30,99,54,75,1,0,1,1,0,130,30,100,55,75,43,10.2548522721573,11.5347945830538,0.398693991044705,31
"71","RO","Vilhena",102211,28420.11,11007,"Vilhena",1,"Norte",1,"110030",4,121,26,95,46,75,0,0,0,0,0,121,26,95,46,75,42,10.2548522721573,11.5347945830538,0.431790542446465,30
"72","RO","Vilhena",102211,28420.11,11007,"Vilhena",1,"Norte",1,"110030",5,157,35,122,70,87,1,0,1,1,0,158,35,123,71,87,50,10.2548522721573,11.5347945830538,0.407512819185178,31
"73","RO","São Miguel do Guaporé",23077,31025.71,11005,"Alvorada D'Oeste",1,"Norte",0,"110032",2,32,5,27,11,21,0,0,0,0,0,32,5,27,11,21,16,10.3425714945813,10.0465917295046,0.347441096534059,29
"74","RO","São Miguel do Guaporé",23077,31025.71,11005,"Alvorada D'Oeste",1,"Norte",0,"110032",3,37,12,25,9,28,0,0,0,0,0,37,12,25,9,28,8,10.3425714945813,10.0465917295046,0.400881543888032,31
"75","RO","São Miguel do Guaporé",23077,31025.71,11005,"Alvorada D'Oeste",1,"Norte",0,"110032",4,29,8,21,12,17,0,0,0,0,0,29,8,21,12,17,9,10.3425714945813,10.0465917295046,0.411411697831091,30
"76","RO","São Miguel do Guaporé",23077,31025.71,11005,"Alvorada D'Oeste",1,"Norte",0,"110032",5,31,7,24,18,13,0,0,0,0,0,31,7,24,18,13,11,10.3425714945813,10.0465917295046,0.477486334114911,31
"77","RO","Nova Mamoré",31392,17095.19,11001,"Porto Velho",1,"Norte",0,"110033",2,24,9,15,10,14,1,1,0,1,0,25,10,15,11,14,6,9.74655241637256,10.3543083623651,0.345543756647012,29
"78","RO","Nova Mamoré",31392,17095.19,11001,"Porto Velho",1,"Norte",0,"110033",3,31,10,21,17,14,0,0,0,0,0,31,10,21,17,14,12,9.74655241637256,10.3543083623651,0.408226568203771,31
"79","RO","Nova Mamoré",31392,17095.19,11001,"Porto Velho",1,"Norte",0,"110033",4,26,5,21,11,15,0,0,0,0,0,26,5,21,11,15,8,9.74655241637256,10.3543083623651,0.441940600020456,30
"80","RO","Nova Mamoré",31392,17095.19,11001,"Porto Velho",1,"Norte",0,"110033",5,26,10,16,17,9,1,1,0,1,0,27,11,16,18,9,12,9.74655241637256,10.3543083623651,0.46951938296521,31
"81","RO","Alvorada D'Oeste",14106,17423.49,11005,"Alvorada D'Oeste",1,"Norte",0,"110034",2,22,7,15,8,14,0,0,0,0,0,22,7,15,8,14,8,9.76557457477192,9.55435551776812,0.326287052189632,29
"82","RO","Alvorada D'Oeste",14106,17423.49,11005,"Alvorada D'Oeste",1,"Norte",0,"110034",3,12,3,9,6,6,0,0,0,0,0,12,3,9,6,6,10,9.76557457477192,9.55435551776812,0.406361213778052,31
"83","RO","Alvorada D'Oeste",14106,17423.49,11005,"Alvorada D'Oeste",1,"Norte",0,"110034",4,4,0,4,0,4,0,0,0,0,0,4,0,4,0,4,7,9.76557457477192,9.55435551776812,0.457502979025962,30
"84","RO","Alvorada D'Oeste",14106,17423.49,11005,"Alvorada D'Oeste",1,"Norte",0,"110034",5,17,3,14,6,11,0,0,0,0,0,17,3,14,6,11,7,9.76557457477192,9.55435551776812,0.471443359183091,31
"85","RO","Alto Paraíso",21847,15655.57,11003,"Ariquemes",1,"Norte",0,"110040",2,15,4,11,12,3,0,0,0,0,0,15,4,11,12,3,8,9.6585820431903,9.99181889132609,0.320094137230605,29
"86","RO","Alto Paraíso",21847,15655.57,11003,"Ariquemes",1,"Norte",0,"110040",3,24,9,15,10,14,0,0,0,0,0,24,9,15,10,14,7,9.6585820431903,9.99181889132609,0.414974491829417,31
"87","RO","Alto Paraíso",21847,15655.57,11003,"Ariquemes",1,"Norte",0,"110040",4,16,8,8,7,9,0,0,0,0,0,16,8,8,7,9,6,9.6585820431903,9.99181889132609,0.435590781542704,30
"88","RO","Alto Paraíso",21847,15655.57,11003,"Ariquemes",1,"Norte",0,"110040",5,12,4,8,5,7,0,0,0,0,0,12,4,8,5,7,6,9.6585820431903,9.99181889132609,0.418481501836099,31
"89","RO","Buritis",40356,17489.18,11001,"Porto Velho",1,"Norte",0,"110045",2,31,12,19,18,13,0,0,0,0,0,31,12,19,18,13,8,9.76933768297989,10.6054953615283,0.311273118641721,29
"90","RO","Buritis",40356,17489.18,11001,"Porto Velho",1,"Norte",0,"110045",3,44,9,35,23,21,0,0,0,0,0,44,9,35,23,21,13,9.76933768297989,10.6054953615283,0.379569097079542,31
"91","RO","Buritis",40356,17489.18,11001,"Porto Velho",1,"Norte",0,"110045",4,44,17,27,24,20,0,0,0,0,0,44,17,27,24,20,12,9.76933768297989,10.6054953615283,0.389972623814078,30
"92","RO","Buritis",40356,17489.18,11001,"Porto Velho",1,"Norte",0,"110045",5,46,15,31,24,22,0,0,0,0,0,46,15,31,24,22,12,9.76933768297989,10.6054953615283,0.379346425654326,31
"93","RO","Candeias do Jamari",27388,21856.51,11001,"Porto Velho",1,"Norte",1,"110080",2,20,10,10,11,9,2,1,1,0,2,22,11,11,11,11,11,9.99225409665171,10.217860240241,0.354851578403345,29
"94","RO","Candeias do Jamari",27388,21856.51,11001,"Porto Velho",1,"Norte",1,"110080",3,22,11,11,12,10,0,0,0,0,0,22,11,11,12,10,7,9.99225409665171,10.217860240241,0.432909610606436,31
"95","RO","Candeias do Jamari",27388,21856.51,11001,"Porto Velho",1,"Norte",1,"110080",4,22,9,13,13,9,0,0,0,0,0,22,9,13,13,9,7,9.99225409665171,10.217860240241,0.458569467980301,30
"96","RO","Candeias do Jamari",27388,21856.51,11001,"Porto Velho",1,"Norte",1,"110080",5,32,12,20,17,15,0,0,0,0,0,32,12,20,17,15,21,9.99225409665171,10.217860240241,0.463759324576636,31
"97","RO","Chupinguaia",11472,27680.65,11007,"Vilhena",1,"Norte",0,"110092",2,12,2,10,5,7,1,1,0,0,1,13,3,10,5,8,1,10.2284888921149,9.3476645628394,0.372746786441529,29
"98","RO","Chupinguaia",11472,27680.65,11007,"Vilhena",1,"Norte",0,"110092",3,10,4,6,5,5,0,0,0,0,0,10,4,6,5,5,2,10.2284888921149,9.3476645628394,0.399932788118029,31
"99","RO","Chupinguaia",11472,27680.65,11007,"Vilhena",1,"Norte",0,"110092",4,9,2,7,4,5,0,0,0,0,0,9,2,7,4,5,3,10.2284888921149,9.3476645628394,0.415973086306039,30
"100","RO","Chupinguaia",11472,27680.65,11007,"Vilhena",1,"Norte",0,"110092",5,22,5,17,13,9,0,0,0,0,0,22,5,17,13,9,3,10.2284888921149,9.3476645628394,0.410683173184278,31
"101","RO","Cujubim",26183,14739.4,11001,"Porto Velho",1,"Norte",0,"110094",2,22,8,14,14,8,0,0,0,0,0,22,8,14,14,8,7,9.59827945935174,10.1728656241899,0.352335991640297,29
"102","RO","Cujubim",26183,14739.4,11001,"Porto Velho",1,"Norte",0,"110094",3,19,7,12,8,11,0,0,0,0,0,19,7,12,8,11,9,9.59827945935174,10.1728656241899,0.404520499516046,31
"103","RO","Cujubim",26183,14739.4,11001,"Porto Velho",1,"Norte",0,"110094",4,12,5,7,3,9,0,0,0,0,0,12,5,7,3,9,9,9.59827945935174,10.1728656241899,0.42123014278659,30
"104","RO","Cujubim",26183,14739.4,11001,"Porto Velho",1,"Norte",0,"110094",5,16,6,10,11,5,0,0,0,0,0,16,6,10,11,5,3,9.59827945935174,10.1728656241899,0.437334335614922,31
"105","RO","Itapuã do Oeste",10641,17551.21,11001,"Porto Velho",1,"Norte",0,"110110",2,9,4,5,3,6,0,0,0,0,0,9,4,5,3,6,6,9.7728781723863,9.27246974344173,0.328215453610724,29
"106","RO","Itapuã do Oeste",10641,17551.21,11001,"Porto Velho",1,"Norte",0,"110110",3,13,8,5,6,7,0,0,0,0,0,13,8,5,6,7,2,9.7728781723863,9.27246974344173,0.407960979873332,31
"107","RO","Itapuã do Oeste",10641,17551.21,11001,"Porto Velho",1,"Norte",0,"110110",4,5,1,4,1,4,0,0,0,0,0,5,1,4,1,4,3,9.7728781723863,9.27246974344173,0.400812042245946,30
"108","RO","Itapuã do Oeste",10641,17551.21,11001,"Porto Velho",1,"Norte",0,"110110",5,10,3,7,3,7,0,0,0,0,0,10,3,7,3,7,1,9.7728781723863,9.27246974344173,0.431393378010565,31
"109","RO","Mirante da Serra",10818,19672.11,11004,"Ji-Paraná",1,"Norte",0,"110130",2,12,2,10,3,9,0,0,0,0,0,12,2,10,3,9,5,9.88695717558434,9.28896669243137,0.343033397660931,29
"110","RO","Mirante da Serra",10818,19672.11,11004,"Ji-Paraná",1,"Norte",0,"110130",3,13,7,6,6,7,0,0,0,0,0,13,7,6,6,7,2,9.88695717558434,9.28896669243137,0.420013945631224,31
"111","RO","Mirante da Serra",10818,19672.11,11004,"Ji-Paraná",1,"Norte",0,"110130",4,11,3,8,6,5,0,0,0,0,0,11,3,8,6,5,9,9.88695717558434,9.28896669243137,0.4148600010257,30
"112","RO","Mirante da Serra",10818,19672.11,11004,"Ji-Paraná",1,"Norte",0,"110130",5,8,3,5,2,6,0,0,0,0,0,8,3,5,2,6,4,9.88695717558434,9.28896669243137,0.45307681089269,31
"113","RO","São Francisco do Guaporé",20681,17778.54,11002,"Guajará-Mirim",1,"Norte",0,"110149",2,17,6,11,11,6,0,0,0,0,0,17,6,11,11,6,6,9.78574739096064,9.93697068335268,0.310342474568364,29
"114","RO","São Francisco do Guaporé",20681,17778.54,11002,"Guajará-Mirim",1,"Norte",0,"110149",3,11,3,8,6,5,0,0,0,0,0,11,3,8,6,5,3,9.78574739096064,9.93697068335268,0.369802418250709,31
"115","RO","São Francisco do Guaporé",20681,17778.54,11002,"Guajará-Mirim",1,"Norte",0,"110149",4,20,5,15,13,7,1,1,0,1,0,21,6,15,14,7,7,9.78574739096064,9.93697068335268,0.411531319181909,30
"116","RO","São Francisco do Guaporé",20681,17778.54,11002,"Guajará-Mirim",1,"Norte",0,"110149",5,26,4,22,9,17,0,0,0,0,0,26,4,22,9,17,10,9.78574739096064,9.93697068335268,0.438478543521889,31
"117","AC","Acrelândia",15490,15737.64,12004,"Rio Branco",1,"Norte",0,"120001",2,18,10,8,9,9,0,0,0,0,0,18,10,8,9,9,8,9.6638105742622,9.64794993341091,0.328380379202718,29
"118","AC","Acrelândia",15490,15737.64,12004,"Rio Branco",1,"Norte",0,"120001",3,21,8,13,15,6,0,0,0,0,0,21,8,13,15,6,3,9.6638105742622,9.64794993341091,0.425500474472966,31
"119","AC","Acrelândia",15490,15737.64,12004,"Rio Branco",1,"Norte",0,"120001",4,19,8,11,8,11,0,0,0,0,0,19,8,11,8,11,1,9.6638105742622,9.64794993341091,0.440096885288628,30
"120","AC","Acrelândia",15490,15737.64,12004,"Rio Branco",1,"Norte",0,"120001",5,18,5,13,6,12,0,0,0,0,0,18,5,13,6,12,6,9.6638105742622,9.64794993341091,0.433600432057412,31
"121","AC","Brasiléia",26702,16165.25,12005,"Brasiléia",1,"Norte",0,"120010",2,27,11,16,16,11,0,0,0,0,0,27,11,16,16,11,6,9.69061915555185,10.19249374795,0.312974746519202,29
"122","AC","Brasiléia",26702,16165.25,12005,"Brasiléia",1,"Norte",0,"120010",3,26,10,16,13,13,0,0,0,0,0,26,10,16,13,13,4,9.69061915555185,10.19249374795,0.384529225273248,31
"123","AC","Brasiléia",26702,16165.25,12005,"Brasiléia",1,"Norte",0,"120010",4,41,13,28,20,21,0,0,0,0,0,41,13,28,20,21,14,9.69061915555185,10.19249374795,0.420885389408681,30
"124","AC","Brasiléia",26702,16165.25,12005,"Brasiléia",1,"Norte",0,"120010",5,36,18,18,16,20,1,0,1,0,1,37,18,19,16,21,16,9.69061915555185,10.19249374795,0.434863492066098,31
"125","AC","Bujari",10420,15606.47,12004,"Rio Branco",1,"Norte",0,"120013",2,17,11,6,10,7,0,0,0,0,0,17,11,6,10,7,5,9.65544085084502,9.25148231530736,0.309387028400998,29
"126","AC","Bujari",10420,15606.47,12004,"Rio Branco",1,"Norte",0,"120013",3,24,13,11,13,11,0,0,0,0,0,24,13,11,13,11,5,9.65544085084502,9.25148231530736,0.389171034761988,31
"127","AC","Bujari",10420,15606.47,12004,"Rio Branco",1,"Norte",0,"120013",4,23,10,13,13,10,0,0,0,0,0,23,10,13,13,10,10,9.65544085084502,9.25148231530736,0.449492790305523,30
