"","UF","region","region_name","microregion","microregion_name","pop","gdp","week","nconcep","nconcep_educ_low","nconcep_educ_high","nconcep_age_young","nconcep_age_old","nfetal","nfetal_educ_low","nfetal_educ_high","nfetal_age_young","nfetal_age_old","totalconcep","totalconcep_educ_low","totalconcep_educ_high","totalconcep_age_young","totalconcep_age_old","deaths","lgdp","lpop","isolated","s_date","year","month"
"1","AC",1,"Norte",12001,"Cruzeiro do Sul",159274,13597.6753611387,5,54,26,28,35,19,2,1,1,0,2,56,27,29,35,21,18,9.51765412778602,11.9783812685158,0.323569655475821,2020-02-03,2020,2
"2","AC",1,"Norte",12001,"Cruzeiro do Sul",159274,13597.6753611387,6,58,22,36,27,31,0,0,0,0,0,58,22,36,27,31,10,9.51765412778602,11.9783812685158,0.301824599718657,2020-02-10,2020,2
"3","AC",1,"Norte",12001,"Cruzeiro do Sul",159274,13597.6753611387,7,68,29,39,38,30,0,0,0,0,0,68,29,39,38,30,13,9.51765412778602,11.9783812685158,0.314457419292732,2020-02-17,2020,2
"4","AC",1,"Norte",12001,"Cruzeiro do Sul",159274,13597.6753611387,8,71,29,42,35,36,2,2,0,0,2,73,31,42,35,38,7,9.51765412778602,11.9783812685158,0.348216647119355,2020-02-24,2020,2
"5","AC",1,"Norte",12001,"Cruzeiro do Sul",159274,13597.6753611387,9,62,25,37,27,35,1,1,0,0,1,63,26,37,27,36,14,9.51765412778602,11.9783812685158,0.330607749955718,2020-03-02,2020,3
"6","AC",1,"Norte",12001,"Cruzeiro do Sul",159274,13597.6753611387,10,62,21,41,36,26,0,0,0,0,0,62,21,41,36,26,6,9.51765412778602,11.9783812685158,0.341206928112389,2020-03-09,2020,3
"7","AC",1,"Norte",12001,"Cruzeiro do Sul",159274,13597.6753611387,11,40,24,16,19,21,0,0,0,0,0,40,24,16,19,21,9,9.51765412778602,11.9783812685158,0.404247306648029,2020-03-16,2020,3
"8","AC",1,"Norte",12001,"Cruzeiro do Sul",159274,13597.6753611387,12,38,23,15,21,17,0,0,0,0,0,38,23,15,21,17,6,9.51765412778602,11.9783812685158,0.50646298957826,2020-03-23,2020,3
"9","AC",1,"Norte",12001,"Cruzeiro do Sul",159274,13597.6753611387,13,31,15,16,17,14,2,0,2,2,0,33,15,18,19,14,13,9.51765412778602,11.9783812685158,0.478538616485944,2020-03-30,2020,3
"10","AC",1,"Norte",12001,"Cruzeiro do Sul",159274,13597.6753611387,14,15,8,7,10,5,0,0,0,0,0,15,8,7,10,5,12,9.51765412778602,11.9783812685158,0.475734035507001,2020-04-06,2020,4
"11","AC",1,"Norte",12001,"Cruzeiro do Sul",159274,13597.6753611387,15,29,15,14,10,19,0,0,0,0,0,29,15,14,10,19,13,9.51765412778602,11.9783812685158,0.474960447769591,2020-04-13,2020,4
"12","AC",1,"Norte",12001,"Cruzeiro do Sul",159274,13597.6753611387,16,25,8,17,13,12,1,1,0,1,0,26,9,17,14,12,10,9.51765412778602,11.9783812685158,0.496026562879652,2020-04-20,2020,4
"13","AC",1,"Norte",12001,"Cruzeiro do Sul",159274,13597.6753611387,17,28,12,16,15,13,1,1,0,1,0,29,13,16,16,13,11,9.51765412778602,11.9783812685158,0.476730027298026,2020-04-27,2020,4
"14","AC",1,"Norte",12001,"Cruzeiro do Sul",159274,13597.6753611387,18,32,13,19,22,10,0,0,0,0,0,32,13,19,22,10,9,9.51765412778602,11.9783812685158,0.520087749737868,2020-05-04,2020,5
"15","AC",1,"Norte",12001,"Cruzeiro do Sul",159274,13597.6753611387,19,32,15,17,22,10,0,0,0,0,0,32,15,17,22,10,6,9.51765412778602,11.9783812685158,0.523794505858201,2020-05-11,2020,5
"16","AC",1,"Norte",12001,"Cruzeiro do Sul",159274,13597.6753611387,20,36,19,17,19,17,2,2,0,2,0,38,21,17,21,17,23,9.51765412778602,11.9783812685158,0.532777711003798,2020-05-18,2020,5
"17","AC",1,"Norte",12001,"Cruzeiro do Sul",159274,13597.6753611387,21,43,23,20,20,23,0,0,0,0,0,43,23,20,20,23,14,9.51765412778602,11.9783812685158,0.506308414346718,2020-05-25,2020,5
"18","AC",1,"Norte",12002,"Tarauacá",86508,10966.6734802562,5,39,22,17,21,18,0,0,0,0,0,39,22,17,21,18,4,9.30261626938511,11.3679921741926,0.30549447076347,2020-02-03,2020,2
"19","AC",1,"Norte",12002,"Tarauacá",86508,10966.6734802562,6,25,14,11,12,13,0,0,0,0,0,25,14,11,12,13,7,9.30261626938511,11.3679921741926,0.304090031528308,2020-02-10,2020,2
"20","AC",1,"Norte",12002,"Tarauacá",86508,10966.6734802562,7,32,20,12,21,11,1,0,1,1,0,33,20,13,22,11,6,9.30261626938511,11.3679921741926,0.290580803460242,2020-02-17,2020,2
"21","AC",1,"Norte",12002,"Tarauacá",86508,10966.6734802562,8,35,16,19,19,16,2,2,0,1,1,37,18,19,20,17,7,9.30261626938511,11.3679921741926,0.331815142447531,2020-02-24,2020,2
"22","AC",1,"Norte",12002,"Tarauacá",86508,10966.6734802562,9,26,17,9,13,13,0,0,0,0,0,26,17,9,13,13,13,9.30261626938511,11.3679921741926,0.30926669615218,2020-03-02,2020,3
"23","AC",1,"Norte",12002,"Tarauacá",86508,10966.6734802562,10,33,21,12,21,12,1,0,1,0,1,34,21,13,21,13,16,9.30261626938511,11.3679921741926,0.330398816676425,2020-03-09,2020,3
"24","AC",1,"Norte",12002,"Tarauacá",86508,10966.6734802562,11,34,20,14,23,11,1,1,0,0,1,35,21,14,23,12,10,9.30261626938511,11.3679921741926,0.392793613933668,2020-03-16,2020,3
"25","AC",1,"Norte",12002,"Tarauacá",86508,10966.6734802562,12,23,12,11,16,7,2,0,2,1,1,25,12,13,17,8,7,9.30261626938511,11.3679921741926,0.472298172841029,2020-03-23,2020,3
"26","AC",1,"Norte",12002,"Tarauacá",86508,10966.6734802562,13,30,16,14,22,8,0,0,0,0,0,30,16,14,22,8,2,9.30261626938511,11.3679921741926,0.440171362393392,2020-03-30,2020,3
"27","AC",1,"Norte",12002,"Tarauacá",86508,10966.6734802562,14,39,23,16,26,13,0,0,0,0,0,39,23,16,26,13,6,9.30261626938511,11.3679921741926,0.451025681654595,2020-04-06,2020,4
"28","AC",1,"Norte",12002,"Tarauacá",86508,10966.6734802562,15,31,17,14,17,14,0,0,0,0,0,31,17,14,17,14,7,9.30261626938511,11.3679921741926,0.429440376480333,2020-04-13,2020,4
"29","AC",1,"Norte",12002,"Tarauacá",86508,10966.6734802562,16,31,16,15,17,14,0,0,0,0,0,31,16,15,17,14,2,9.30261626938511,11.3679921741926,0.435323530713047,2020-04-20,2020,4
"30","AC",1,"Norte",12002,"Tarauacá",86508,10966.6734802562,17,41,19,22,23,18,0,0,0,0,0,41,19,22,23,18,9,9.30261626938511,11.3679921741926,0.401937305497384,2020-04-27,2020,4
"31","AC",1,"Norte",12002,"Tarauacá",86508,10966.6734802562,18,27,20,7,18,9,1,1,0,1,0,28,21,7,19,9,3,9.30261626938511,11.3679921741926,0.436865483898468,2020-05-04,2020,5
"32","AC",1,"Norte",12002,"Tarauacá",86508,10966.6734802562,19,45,23,22,31,14,1,1,0,0,1,46,24,22,31,15,2,9.30261626938511,11.3679921741926,0.461204250526703,2020-05-11,2020,5
"33","AC",1,"Norte",12002,"Tarauacá",86508,10966.6734802562,20,20,12,8,11,9,1,1,0,1,0,21,13,8,12,9,6,9.30261626938511,11.3679921741926,0.445918843206714,2020-05-18,2020,5
"34","AC",1,"Norte",12002,"Tarauacá",86508,10966.6734802562,21,46,28,18,28,18,0,0,0,0,0,46,28,18,28,18,6,9.30261626938511,11.3679921741926,0.455674874428415,2020-05-25,2020,5
"35","AC",1,"Norte",12003,"Sena Madureira",62809,11741.4419761499,5,22,11,11,17,5,0,0,0,0,0,22,11,11,17,5,3,9.37087991174675,11.04785365429,0.312925862667068,2020-02-03,2020,2
"36","AC",1,"Norte",12003,"Sena Madureira",62809,11741.4419761499,6,15,8,7,11,4,0,0,0,0,0,15,8,7,11,4,6,9.37087991174675,11.04785365429,0.292469101914364,2020-02-10,2020,2
"37","AC",1,"Norte",12003,"Sena Madureira",62809,11741.4419761499,7,9,6,3,6,3,0,0,0,0,0,9,6,3,6,3,7,9.37087991174675,11.04785365429,0.318550241769317,2020-02-17,2020,2
"38","AC",1,"Norte",12003,"Sena Madureira",62809,11741.4419761499,8,17,9,8,12,5,0,0,0,0,0,17,9,8,12,5,4,9.37087991174675,11.04785365429,0.360720348281976,2020-02-24,2020,2
"39","AC",1,"Norte",12003,"Sena Madureira",62809,11741.4419761499,9,14,10,4,7,7,0,0,0,0,0,14,10,4,7,7,5,9.37087991174675,11.04785365429,0.347931957907424,2020-03-02,2020,3
"40","AC",1,"Norte",12003,"Sena Madureira",62809,11741.4419761499,10,15,9,6,4,11,0,0,0,0,0,15,9,6,4,11,4,9.37087991174675,11.04785365429,0.344073404719068,2020-03-09,2020,3
"41","AC",1,"Norte",12003,"Sena Madureira",62809,11741.4419761499,11,10,6,4,4,6,0,0,0,0,0,10,6,4,4,6,6,9.37087991174675,11.04785365429,0.422573559646442,2020-03-16,2020,3
"42","AC",1,"Norte",12003,"Sena Madureira",62809,11741.4419761499,12,16,9,7,7,9,0,0,0,0,0,16,9,7,7,9,2,9.37087991174675,11.04785365429,0.492272895878136,2020-03-23,2020,3
"43","AC",1,"Norte",12003,"Sena Madureira",62809,11741.4419761499,13,26,14,12,17,9,0,0,0,0,0,26,14,12,17,9,5,9.37087991174675,11.04785365429,0.451420388369838,2020-03-30,2020,3
"44","AC",1,"Norte",12003,"Sena Madureira",62809,11741.4419761499,14,14,6,8,10,4,0,0,0,0,0,14,6,8,10,4,6,9.37087991174675,11.04785365429,0.455941309690738,2020-04-06,2020,4
"45","AC",1,"Norte",12003,"Sena Madureira",62809,11741.4419761499,15,19,12,7,12,7,0,0,0,0,0,19,12,7,12,7,13,9.37087991174675,11.04785365429,0.440074469609375,2020-04-13,2020,4
"46","AC",1,"Norte",12003,"Sena Madureira",62809,11741.4419761499,16,20,13,7,9,11,0,0,0,0,0,20,13,7,9,11,6,9.37087991174675,11.04785365429,0.435627337797919,2020-04-20,2020,4
"47","AC",1,"Norte",12003,"Sena Madureira",62809,11741.4419761499,17,21,12,9,10,11,0,0,0,0,0,21,12,9,10,11,6,9.37087991174675,11.04785365429,0.417311092761655,2020-04-27,2020,4
"48","AC",1,"Norte",12003,"Sena Madureira",62809,11741.4419761499,18,11,7,4,5,6,0,0,0,0,0,11,7,4,5,6,4,9.37087991174675,11.04785365429,0.422284015983469,2020-05-04,2020,5
"49","AC",1,"Norte",12003,"Sena Madureira",62809,11741.4419761499,19,7,4,3,3,4,0,0,0,0,0,7,4,3,3,4,5,9.37087991174675,11.04785365429,0.458765131128357,2020-05-11,2020,5
"50","AC",1,"Norte",12003,"Sena Madureira",62809,11741.4419761499,20,12,6,6,6,6,0,0,0,0,0,12,6,6,6,6,8,9.37087991174675,11.04785365429,0.475723530331863,2020-05-18,2020,5
"51","AC",1,"Norte",12003,"Sena Madureira",62809,11741.4419761499,21,11,7,4,5,6,0,0,0,0,0,11,7,4,5,6,6,9.37087991174675,11.04785365429,0.441063183575312,2020-05-25,2020,5
"52","AC",1,"Norte",12004,"Rio Branco",513351,20803.0031419633,5,131,43,88,56,75,3,1,2,1,2,134,44,90,57,77,58,9.94285263709252,13.1487151007139,0.316309339446334,2020-02-03,2020,2
"53","AC",1,"Norte",12004,"Rio Branco",513351,20803.0031419633,6,118,47,71,53,65,0,0,0,0,0,118,47,71,53,65,54,9.94285263709252,13.1487151007139,0.316413126958464,2020-02-10,2020,2
"54","AC",1,"Norte",12004,"Rio Branco",513351,20803.0031419633,7,134,53,81,59,75,1,0,1,0,1,135,53,82,59,76,46,9.94285263709252,13.1487151007139,0.325876331813104,2020-02-17,2020,2
"55","AC",1,"Norte",12004,"Rio Branco",513351,20803.0031419633,8,150,48,102,76,74,1,0,1,1,0,151,48,103,77,74,49,9.94285263709252,13.1487151007139,0.373405469358638,2020-02-24,2020,2
"56","AC",1,"Norte",12004,"Rio Branco",513351,20803.0031419633,9,143,43,100,67,76,2,1,1,0,2,145,44,101,67,78,54,9.94285263709252,13.1487151007139,0.349940114995716,2020-03-02,2020,3
"57","AC",1,"Norte",12004,"Rio Branco",513351,20803.0031419633,10,122,32,90,49,73,1,0,1,1,0,123,32,91,50,73,51,9.94285263709252,13.1487151007139,0.368417748714875,2020-03-09,2020,3
"58","AC",1,"Norte",12004,"Rio Branco",513351,20803.0031419633,11,160,39,121,60,100,1,0,1,1,0,161,39,122,61,100,52,9.94285263709252,13.1487151007139,0.451602809980846,2020-03-16,2020,3
"59","AC",1,"Norte",12004,"Rio Branco",513351,20803.0031419633,12,121,37,84,54,67,2,1,1,1,1,123,38,85,55,68,45,9.94285263709252,13.1487151007139,0.544536019857919,2020-03-23,2020,3
"60","AC",1,"Norte",12004,"Rio Branco",513351,20803.0031419633,13,115,37,78,52,63,0,0,0,0,0,115,37,78,52,63,42,9.94285263709252,13.1487151007139,0.503771306965611,2020-03-30,2020,3
"61","AC",1,"Norte",12004,"Rio Branco",513351,20803.0031419633,14,130,42,88,69,61,2,1,1,1,1,132,43,89,70,62,45,9.94285263709252,13.1487151007139,0.491718980322219,2020-04-06,2020,4
"62","AC",1,"Norte",12004,"Rio Branco",513351,20803.0031419633,15,132,52,80,54,78,3,0,3,1,2,135,52,83,55,80,52,9.94285263709252,13.1487151007139,0.486199186278477,2020-04-13,2020,4
"63","AC",1,"Norte",12004,"Rio Branco",513351,20803.0031419633,16,120,39,81,55,65,2,2,0,0,2,122,41,81,55,67,56,9.94285263709252,13.1487151007139,0.488834896373285,2020-04-20,2020,4
"64","AC",1,"Norte",12004,"Rio Branco",513351,20803.0031419633,17,130,43,87,63,67,2,0,2,1,1,132,43,89,64,68,65,9.94285263709252,13.1487151007139,0.471234118160884,2020-04-27,2020,4
"65","AC",1,"Norte",12004,"Rio Branco",513351,20803.0031419633,18,111,34,77,47,64,1,1,0,0,1,112,35,77,47,65,67,9.94285263709252,13.1487151007139,0.470889712977498,2020-05-04,2020,5
"66","AC",1,"Norte",12004,"Rio Branco",513351,20803.0031419633,19,116,40,76,58,58,0,0,0,0,0,116,40,76,58,58,86,9.94285263709252,13.1487151007139,0.494177928417933,2020-05-11,2020,5
"67","AC",1,"Norte",12004,"Rio Branco",513351,20803.0031419633,20,115,31,84,52,63,0,0,0,0,0,115,31,84,52,63,109,9.94285263709252,13.1487151007139,0.506497692244246,2020-05-18,2020,5
"68","AC",1,"Norte",12004,"Rio Branco",513351,20803.0031419633,21,141,43,98,59,82,2,0,2,1,1,143,43,100,60,83,113,9.94285263709252,13.1487151007139,0.480254236755553,2020-05-25,2020,5
"69","AC",1,"Norte",12005,"Brasiléia",72528,17179.4969970218,5,18,8,10,10,8,0,0,0,0,0,18,8,10,10,8,3,9.75147191670577,11.1917279731806,0.282078934081766,2020-02-03,2020,2
"70","AC",1,"Norte",12005,"Brasiléia",72528,17179.4969970218,6,30,14,16,18,12,0,0,0,0,0,30,14,16,18,12,9,9.75147191670577,11.1917279731806,0.289977483856816,2020-02-10,2020,2
"71","AC",1,"Norte",12005,"Brasiléia",72528,17179.4969970218,7,11,3,8,8,3,0,0,0,0,0,11,3,8,8,3,0,9.75147191670577,11.1917279731806,0.303453242751508,2020-02-17,2020,2
"72","AC",1,"Norte",12005,"Brasiléia",72528,17179.4969970218,8,14,5,9,7,7,0,0,0,0,0,14,5,9,7,7,6,9.75147191670577,11.1917279731806,0.331716598720745,2020-02-24,2020,2
"73","AC",1,"Norte",12005,"Brasiléia",72528,17179.4969970218,9,27,10,17,10,17,0,0,0,0,0,27,10,17,10,17,2,9.75147191670577,11.1917279731806,0.336214408801698,2020-03-02,2020,3
"74","AC",1,"Norte",12005,"Brasiléia",72528,17179.4969970218,10,13,7,6,8,5,0,0,0,0,0,13,7,6,8,5,4,9.75147191670577,11.1917279731806,0.36521651980226,2020-03-09,2020,3
"75","AC",1,"Norte",12005,"Brasiléia",72528,17179.4969970218,11,12,4,8,6,6,0,0,0,0,0,12,4,8,6,6,6,9.75147191670577,11.1917279731806,0.420907969469387,2020-03-16,2020,3
"76","AC",1,"Norte",12005,"Brasiléia",72528,17179.4969970218,12,23,9,14,12,11,0,0,0,0,0,23,9,14,12,11,11,9.75147191670577,11.1917279731806,0.508324692426197,2020-03-23,2020,3
"77","AC",1,"Norte",12005,"Brasiléia",72528,17179.4969970218,13,13,6,7,7,6,1,0,1,1,0,14,6,8,8,6,5,9.75147191670577,11.1917279731806,0.466574044510012,2020-03-30,2020,3
"78","AC",1,"Norte",12005,"Brasiléia",72528,17179.4969970218,14,22,8,14,12,10,0,0,0,0,0,22,8,14,12,10,7,9.75147191670577,11.1917279731806,0.451477507353728,2020-04-06,2020,4
"79","AC",1,"Norte",12005,"Brasiléia",72528,17179.4969970218,15,24,10,14,11,13,0,0,0,0,0,24,10,14,11,13,9,9.75147191670577,11.1917279731806,0.444213400258724,2020-04-13,2020,4
"80","AC",1,"Norte",12005,"Brasiléia",72528,17179.4969970218,16,16,5,11,10,6,0,0,0,0,0,16,5,11,10,6,5,9.75147191670577,11.1917279731806,0.439141196524544,2020-04-20,2020,4
"81","AC",1,"Norte",12005,"Brasiléia",72528,17179.4969970218,17,23,11,12,12,11,0,0,0,0,0,23,11,12,12,11,9,9.75147191670577,11.1917279731806,0.440076533918741,2020-04-27,2020,4
"82","AC",1,"Norte",12005,"Brasiléia",72528,17179.4969970218,18,17,7,10,9,8,1,0,1,0,1,18,7,11,9,9,10,9.75147191670577,11.1917279731806,0.427160621603638,2020-05-04,2020,5
"83","AC",1,"Norte",12005,"Brasiléia",72528,17179.4969970218,19,21,10,11,9,12,0,0,0,0,0,21,10,11,9,12,6,9.75147191670577,11.1917279731806,0.446809810610481,2020-05-11,2020,5
"84","AC",1,"Norte",12005,"Brasiléia",72528,17179.4969970218,20,25,15,10,14,11,0,0,0,0,0,25,15,10,14,11,11,9.75147191670577,11.1917279731806,0.46189490616068,2020-05-18,2020,5
"85","AC",1,"Norte",12005,"Brasiléia",72528,17179.4969970218,21,25,9,16,11,14,0,0,0,0,0,25,9,16,11,14,14,9.75147191670577,11.1917279731806,0.465777508343318,2020-05-25,2020,5
"86","AL",2,"Nordeste",27001,"Serrana do Sertão Alagoano",92087,7319.36980160066,5,21,12,9,12,9,0,0,0,0,0,21,12,9,12,9,15,8.89827951057167,11.4304890613578,0.29616290582132,2020-02-03,2020,2
"87","AL",2,"Nordeste",27001,"Serrana do Sertão Alagoano",92087,7319.36980160066,6,19,13,6,9,10,0,0,0,0,0,19,13,6,9,10,13,8.89827951057167,11.4304890613578,0.279485744768159,2020-02-10,2020,2
"88","AL",2,"Nordeste",27001,"Serrana do Sertão Alagoano",92087,7319.36980160066,7,15,7,8,7,8,1,0,1,1,0,16,7,9,8,8,12,8.89827951057167,11.4304890613578,0.290962988600823,2020-02-17,2020,2
"89","AL",2,"Nordeste",27001,"Serrana do Sertão Alagoano",92087,7319.36980160066,8,37,24,13,17,20,1,0,1,0,1,38,24,14,17,21,15,8.89827951057167,11.4304890613578,0.336120236278782,2020-02-24,2020,2
"90","AL",2,"Nordeste",27001,"Serrana do Sertão Alagoano",92087,7319.36980160066,9,40,23,17,21,19,1,0,1,0,1,41,23,18,21,20,11,8.89827951057167,11.4304890613578,0.312059386592931,2020-03-02,2020,3
"91","AL",2,"Nordeste",27001,"Serrana do Sertão Alagoano",92087,7319.36980160066,10,21,15,6,6,15,0,0,0,0,0,21,15,6,6,15,12,8.89827951057167,11.4304890613578,0.341647270507597,2020-03-09,2020,3
"92","AL",2,"Nordeste",27001,"Serrana do Sertão Alagoano",92087,7319.36980160066,11,18,11,7,8,10,0,0,0,0,0,18,11,7,8,10,7,8.89827951057167,11.4304890613578,0.390754380032524,2020-03-16,2020,3
"93","AL",2,"Nordeste",27001,"Serrana do Sertão Alagoano",92087,7319.36980160066,12,19,11,8,10,9,0,0,0,0,0,19,11,8,10,9,13,8.89827951057167,11.4304890613578,0.500352890350599,2020-03-23,2020,3
"94","AL",2,"Nordeste",27001,"Serrana do Sertão Alagoano",92087,7319.36980160066,13,18,14,4,13,5,0,0,0,0,0,18,14,4,13,5,12,8.89827951057167,11.4304890613578,0.440896834048709,2020-03-30,2020,3
"95","AL",2,"Nordeste",27001,"Serrana do Sertão Alagoano",92087,7319.36980160066,14,18,15,3,10,8,0,0,0,0,0,18,15,3,10,8,11,8.89827951057167,11.4304890613578,0.442752031216814,2020-04-06,2020,4
"96","AL",2,"Nordeste",27001,"Serrana do Sertão Alagoano",92087,7319.36980160066,15,34,20,14,22,12,1,1,0,0,1,35,21,14,22,13,15,8.89827951057167,11.4304890613578,0.410235846198342,2020-04-13,2020,4
"97","AL",2,"Nordeste",27001,"Serrana do Sertão Alagoano",92087,7319.36980160066,16,24,13,11,12,12,0,0,0,0,0,24,13,11,12,12,14,8.89827951057167,11.4304890613578,0.407790266144106,2020-04-20,2020,4
"98","AL",2,"Nordeste",27001,"Serrana do Sertão Alagoano",92087,7319.36980160066,17,23,13,10,11,12,0,0,0,0,0,23,13,10,11,12,6,8.89827951057167,11.4304890613578,0.413008254903082,2020-04-27,2020,4
"99","AL",2,"Nordeste",27001,"Serrana do Sertão Alagoano",92087,7319.36980160066,18,27,17,10,13,14,0,0,0,0,0,27,17,10,13,14,13,8.89827951057167,11.4304890613578,0.43245818691825,2020-05-04,2020,5
"100","AL",2,"Nordeste",27001,"Serrana do Sertão Alagoano",92087,7319.36980160066,19,24,9,15,13,11,1,1,0,1,0,25,10,15,14,11,9,8.89827951057167,11.4304890613578,0.454643665354495,2020-05-11,2020,5
"101","AL",2,"Nordeste",27001,"Serrana do Sertão Alagoano",92087,7319.36980160066,20,23,13,10,17,6,0,0,0,0,0,23,13,10,17,6,12,8.89827951057167,11.4304890613578,0.448640905948298,2020-05-18,2020,5
"102","AL",2,"Nordeste",27001,"Serrana do Sertão Alagoano",92087,7319.36980160066,21,32,19,13,15,17,0,0,0,0,0,32,19,13,15,17,7,8.89827951057167,11.4304890613578,0.437010886425846,2020-05-25,2020,5
"103","AL",2,"Nordeste",27002,"Alagoana do Sertão do São Francisco",86886,9731.03677002049,5,33,19,14,14,19,1,0,1,0,1,34,19,15,14,20,5,9.18307572346252,11.3723521935567,0.281906353472136,2020-02-03,2020,2
"104","AL",2,"Nordeste",27002,"Alagoana do Sertão do São Francisco",86886,9731.03677002049,6,29,10,19,11,18,0,0,0,0,0,29,10,19,11,18,11,9.18307572346252,11.3723521935567,0.27612315471131,2020-02-10,2020,2
"105","AL",2,"Nordeste",27002,"Alagoana do Sertão do São Francisco",86886,9731.03677002049,7,29,22,7,16,13,1,1,0,1,0,30,23,7,17,13,12,9.18307572346252,11.3723521935567,0.29166841088933,2020-02-17,2020,2
"106","AL",2,"Nordeste",27002,"Alagoana do Sertão do São Francisco",86886,9731.03677002049,8,20,8,12,8,12,1,0,1,1,0,21,8,13,9,12,18,9.18307572346252,11.3723521935567,0.32956128130957,2020-02-24,2020,2
"107","AL",2,"Nordeste",27002,"Alagoana do Sertão do São Francisco",86886,9731.03677002049,9,21,7,14,13,8,1,0,1,0,1,22,7,15,13,9,7,9.18307572346252,11.3723521935567,0.305491935164914,2020-03-02,2020,3
"108","AL",2,"Nordeste",27002,"Alagoana do Sertão do São Francisco",86886,9731.03677002049,10,12,3,9,8,4,0,0,0,0,0,12,3,9,8,4,6,9.18307572346252,11.3723521935567,0.335746792437846,2020-03-09,2020,3
"109","AL",2,"Nordeste",27002,"Alagoana do Sertão do São Francisco",86886,9731.03677002049,11,14,7,7,6,8,0,0,0,0,0,14,7,7,6,8,6,9.18307572346252,11.3723521935567,0.389420364292227,2020-03-16,2020,3
"110","AL",2,"Nordeste",27002,"Alagoana do Sertão do São Francisco",86886,9731.03677002049,12,18,10,8,8,10,0,0,0,0,0,18,10,8,8,10,16,9.18307572346252,11.3723521935567,0.504369287148481,2020-03-23,2020,3
"111","AL",2,"Nordeste",27002,"Alagoana do Sertão do São Francisco",86886,9731.03677002049,13,9,3,6,5,4,1,1,0,1,0,10,4,6,6,4,15,9.18307572346252,11.3723521935567,0.44932689909631,2020-03-30,2020,3
"112","AL",2,"Nordeste",27002,"Alagoana do Sertão do São Francisco",86886,9731.03677002049,14,24,12,12,13,11,1,0,1,1,0,25,12,13,14,11,14,9.18307572346252,11.3723521935567,0.421989515370815,2020-04-06,2020,4
"113","AL",2,"Nordeste",27002,"Alagoana do Sertão do São Francisco",86886,9731.03677002049,15,23,18,5,14,9,1,0,1,0,1,24,18,6,14,10,11,9.18307572346252,11.3723521935567,0.413864826363045,2020-04-13,2020,4
"114","AL",2,"Nordeste",27002,"Alagoana do Sertão do São Francisco",86886,9731.03677002049,16,24,13,11,12,12,0,0,0,0,0,24,13,11,12,12,14,9.18307572346252,11.3723521935567,0.407553265276662,2020-04-20,2020,4
"115","AL",2,"Nordeste",27002,"Alagoana do Sertão do São Francisco",86886,9731.03677002049,17,32,15,17,17,15,0,0,0,0,0,32,15,17,17,15,7,9.18307572346252,11.3723521935567,0.388582916601565,2020-04-27,2020,4
"116","AL",2,"Nordeste",27002,"Alagoana do Sertão do São Francisco",86886,9731.03677002049,18,31,13,18,12,19,0,0,0,0,0,31,13,18,12,19,10,9.18307572346252,11.3723521935567,0.399720217272316,2020-05-04,2020,5
"117","AL",2,"Nordeste",27002,"Alagoana do Sertão do São Francisco",86886,9731.03677002049,19,30,12,18,15,15,0,0,0,0,0,30,12,18,15,15,11,9.18307572346252,11.3723521935567,0.424256528729124,2020-05-11,2020,5
"118","AL",2,"Nordeste",27002,"Alagoana do Sertão do São Francisco",86886,9731.03677002049,20,15,8,7,8,7,1,0,1,1,0,16,8,8,9,7,16,9.18307572346252,11.3723521935567,0.44071107917409,2020-05-18,2020,5
"119","AL",2,"Nordeste",27002,"Alagoana do Sertão do São Francisco",86886,9731.03677002049,21,23,12,11,12,11,0,0,0,0,0,23,12,11,12,11,10,9.18307572346252,11.3723521935567,0.426225298012862,2020-05-25,2020,5
"120","AL",2,"Nordeste",27003,"Santana do Ipanema",178716,8134.68760060655,5,49,21,28,22,27,1,1,0,1,0,50,22,28,23,27,17,9.00389261702352,12.0935532326739,0.279694846888318,2020-02-03,2020,2
"121","AL",2,"Nordeste",27003,"Santana do Ipanema",178716,8134.68760060655,6,47,20,27,27,20,0,0,0,0,0,47,20,27,27,20,19,9.00389261702352,12.0935532326739,0.266774787001534,2020-02-10,2020,2
"122","AL",2,"Nordeste",27003,"Santana do Ipanema",178716,8134.68760060655,7,50,21,29,25,25,0,0,0,0,0,50,21,29,25,25,21,9.00389261702352,12.0935532326739,0.282926138923839,2020-02-17,2020,2
"123","AL",2,"Nordeste",27003,"Santana do Ipanema",178716,8134.68760060655,8,51,23,28,27,24,0,0,0,0,0,51,23,28,27,24,32,9.00389261702352,12.0935532326739,0.330088357641784,2020-02-24,2020,2
"124","AL",2,"Nordeste",27003,"Santana do Ipanema",178716,8134.68760060655,9,48,26,22,24,24,1,1,0,0,1,49,27,22,24,25,18,9.00389261702352,12.0935532326739,0.289743841932449,2020-03-02,2020,3
"125","AL",2,"Nordeste",27003,"Santana do Ipanema",178716,8134.68760060655,10,46,30,16,24,22,1,1,0,1,0,47,31,16,25,22,19,9.00389261702352,12.0935532326739,0.321853257176697,2020-03-09,2020,3
"126","AL",2,"Nordeste",27003,"Santana do Ipanema",178716,8134.68760060655,11,35,20,15,19,16,2,0,2,1,1,37,20,17,20,17,21,9.00389261702352,12.0935532326739,0.362240574462289,2020-03-16,2020,3
